Name,Page,Size,Dimensions,Scale,Rotation,Path,Description
102011.tif,81,68.4 MB (71752344 bytes),5264 x 4541,3.90%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\102011.tif,
490349.tif,81,38 MB (39798092 bytes),3189 x 4151,5.20%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\490349.tif,
790286.tif,81,10.9 MB (11439948 bytes),2027 x 1339,8.90%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790286.tif,
390130.png,81,3.6 MB (3757567 bytes),2499 x 1785,11.10%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\390130.png,
390923.tif,81,18 MB (18836632 bytes),1914 x 2384,6%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\390923.tif,
415-24V_quote_installative.eps,81,1.3 MB (1350694 bytes),,63%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\415-24V_quote_installative.eps,
727525.eps,81,14.8 MB (15483439 bytes),,11.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\727525.eps,Camera:   DCS660C
104570montato.tif,82,14.9 MB (15633544 bytes),2748 x 1420,51.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\104570montato.tif,Camera:   DCS660C
logo_CE_bw.ai,82,1.2 MB (1250281 bytes),,24.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_CE_bw.ai,
residential_icon.ai,82,1.2 MB (1291739 bytes),,45.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\residential_icon.ai,
industrial_icon.ai,82,1.2 MB (1293638 bytes),,48%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\industrial_icon.ai,
logo_greentech_cmyk.ai,82,1.2 MB (1266293 bytes),,24.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_greentech_cmyk.ai,
condominium_icon.ai,82,1.2 MB (1294519 bytes),,44.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\condominium_icon.ai,
790076.tif,83,3.4 MB (3568204 bytes),1311 x 897,24.80%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790076.tif,
720118.tif,83,1004.3 KB (1028412 bytes),463 x 537,21%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\720118.tif,
790062.tif,83,3.9 MB (4125124 bytes),1869 x 1056,15.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790062.tif,
390682.tif,83,6.9 MB (7247344 bytes),1654 x 1092,19.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\390682.tif,
390-230V_quote_installative.eps,83,1.4 MB (1450818 bytes),,66.90%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\390-230V_quote_installative.eps,
738705.tif,83,2.4 MB (2555792 bytes),1154 x 548,27.60%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\738705.tif,Camera:   DCS660C
401057.tif,83,2.3 MB (2397348 bytes),945 x 628,33.70%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\401057.tif,
790077.tif,83,6.8 MB (7122180 bytes),1311 x 967,23.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790077.tif,
720309.tif,83,31.2 MB (32707624 bytes),2398 x 3348,6.70%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\720309.tif,
720119.tif,83,15.3 MB (16069028 bytes),1758 x 2280,9.90%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\720119.tif,
logo_greentech_cmyk.ai,84,1.2 MB (1266293 bytes),,24.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_greentech_cmyk.ai,
residential_icon.ai,84,1.2 MB (1291739 bytes),,45.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\residential_icon.ai,
logo_safezone_cmyk.ai,84,1.2 MB (1257737 bytes),,24.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_safezone_cmyk.ai,
logo_Omnidec_bw.ai,84,1.2 MB (1271294 bytes),,24.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_Omnidec_bw.ai,
Logo_DC.ai,84,1.2 MB (1291917 bytes),,5.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\Logo_DC.ai,
104584.png,84,10.5 MB (11009934 bytes),6485 x 4000,4.20%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\104584.png,
FDS_black.jpg,84,825.3 KB (845146 bytes),1001 x 682,4.10%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\FDS_black.jpg,
logo_2easy_bw.ai,84,1.2 MB (1269718 bytes),,24.20%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_2easy_bw.ai,
logo_CE_bw.ai,84,1.2 MB (1250281 bytes),,24.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_CE_bw.ai,
condominium_icon.ai,84,1.2 MB (1294519 bytes),,44.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\condominium_icon.ai,
industrial_icon.ai,84,1.2 MB (1293638 bytes),,48%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\industrial_icon.ai,
logo_2easy_bw.ai,85,1.2 MB (1269718 bytes),,8.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_2easy_bw.ai,
391456.tif,85,6.7 MB (7059332 bytes),1016 x 1594,13.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\391456.tif,
390923.tif,85,18 MB (18836632 bytes),1914 x 2384,6%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\390923.tif,
390130.png,85,3.6 MB (3757567 bytes),2499 x 1785,11.10%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\390130.png,
102011.tif,85,68.4 MB (71752344 bytes),5264 x 4541,3.90%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\102011.tif,
390267.tif,85,95 MB (99581860 bytes),5021 x 2934,6.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\390267.tif,
392_Quote_installative.ai,85,1.3 MB (1365284 bytes),,57.80%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\392_Quote_installative.ai,
logo_Omnidec_bw.ai,85,1.2 MB (1271294 bytes),,8.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_Omnidec_bw.ai,
390926.tif,85,8.6 MB (8992928 bytes),1884 x 1116,11.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\390926.tif,
grafico391.eps,85,304 KB (311250 bytes),,99.10%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\grafico391.eps,
790062.tif,85,3.9 MB (4125124 bytes),1869 x 1056,15.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790062.tif,
424001.tif,85,24.2 MB (25401452 bytes),2803 x 2263,9.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\424001.tif,
790284.tif,85,10.6 MB (11067692 bytes),1772 x 1477,12.10%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790284.tif,
residential_icon.ai,86,1.2 MB (1291739 bytes),,45.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\residential_icon.ai,
condominium_icon.ai,86,1.2 MB (1294519 bytes),,44.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\condominium_icon.ai,
logo_CE_bw.ai,86,1.2 MB (1250281 bytes),,24.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_CE_bw.ai,
industrial_icon.ai,86,1.2 MB (1293638 bytes),,48%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\industrial_icon.ai,
104468.tif,86,13.7 MB (14412548 bytes),2828 x 1272,53.80%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\104468.tif,
logo_greentech_cmyk.ai,86,1.2 MB (1266293 bytes),,24.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_greentech_cmyk.ai,
logo_safezone_cmyk.ai,86,1.2 MB (1257737 bytes),,24.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_safezone_cmyk.ai,
713002.tif,87,35.9 MB (37627648 bytes),3202 x 2934,7.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\713002.tif,
720309.tif,87,31.2 MB (32707624 bytes),2398 x 3348,6.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\720309.tif,
790076.tif,87,3.4 MB (3568204 bytes),1311 x 897,23.90%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790076.tif,
790062.tif,87,3.9 MB (4125124 bytes),1869 x 1056,15.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790062.tif,
790077.tif,87,6.8 MB (7122180 bytes),1311 x 967,22.20%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790077.tif,
402_quote_installative.eps,87,1.3 MB (1350518 bytes),,57%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\402_quote_installative.eps,
737604.tif,87,5.9 MB (6144148 bytes),1039 x 1473,11.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\737604.tif,
720118.tif,87,1004.3 KB (1028412 bytes),463 x 537,19.90%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\720118.tif,
490349.tif,87,38 MB (39798092 bytes),3189 x 4151,5.20%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\490349.tif,
404040.tif,87,10.3 MB (10795940 bytes),1890 x 1350,15.90%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\404040.tif,
720119.tif,87,15.3 MB (16069028 bytes),1758 x 2280,9.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\720119.tif,
logo_CE_bw.ai,88,1.2 MB (1250281 bytes),,24.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_CE_bw.ai,
condominium_icon.ai,88,1.2 MB (1294519 bytes),,44.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\condominium_icon.ai,
104208.tif,88,13.3 MB (13966084 bytes),2740 x 1272,55.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\104208.tif,Camera:   DCS660C
logo_greentech_cmyk.ai,88,1.2 MB (1266293 bytes),,24.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_greentech_cmyk.ai,
residential_icon.ai,88,1.2 MB (1291739 bytes),,45.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\residential_icon.ai,
logo_safezone_cmyk.ai,88,1.2 MB (1257737 bytes),,24.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_safezone_cmyk.ai,
industrial_icon.ai,88,1.2 MB (1293638 bytes),,48%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\industrial_icon.ai,
790076.tif,89,3.4 MB (3568204 bytes),1311 x 897,23.90%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790076.tif,
737604.tif,89,5.9 MB (6144148 bytes),1039 x 1473,11.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\737604.tif,
790062.tif,89,3.9 MB (4125124 bytes),1869 x 1056,15.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790062.tif,
720118.tif,89,1004.3 KB (1028412 bytes),463 x 537,19.90%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\720118.tif,
712501001.tif,89,8 MB (8421964 bytes),1772 x 1185,18%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\712501001.tif,
720309.tif,89,31.2 MB (32707624 bytes),2398 x 3348,6.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\720309.tif,
790077.tif,89,6.8 MB (7122180 bytes),1311 x 967,22.20%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790077.tif,
422_quote_installative.eps,89,1.3 MB (1367342 bytes),,64.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\422_quote_installative.eps,
404040.tif,89,10.3 MB (10795940 bytes),1890 x 1350,15.90%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\404040.tif,
490349.tif,89,38 MB (39798092 bytes),3189 x 4151,5.20%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\490349.tif,
720119.tif,89,15.3 MB (16069028 bytes),1758 x 2280,9.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\720119.tif,
residential_icon.ai,90,1.2 MB (1291739 bytes),,45.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\residential_icon.ai,
industrial_icon.ai,90,1.2 MB (1293638 bytes),,48%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\industrial_icon.ai,
104203.tif,90,18.6 MB (19538808 bytes),2841 x 1128,53.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\104203.tif,Camera:   DCS660C
condominium_icon.ai,90,1.2 MB (1294519 bytes),,44.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\condominium_icon.ai,
logo_greentech_cmyk.ai,90,1.2 MB (1266293 bytes),,24.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_greentech_cmyk.ai,
logo_CE_bw.ai,90,1.2 MB (1250281 bytes),,24.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_CE_bw.ai,
logo_safezone_cmyk.ai,90,1.2 MB (1257737 bytes),,24.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_safezone_cmyk.ai,
790077.tif,91,6.8 MB (7122180 bytes),1311 x 967,22.20%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790077.tif,
404040.tif,91,10.3 MB (10795940 bytes),1890 x 1350,15.90%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\404040.tif,
720119.tif,91,15.3 MB (16069028 bytes),1758 x 2280,9.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\720119.tif,
790076.tif,91,3.4 MB (3568204 bytes),1311 x 897,23.90%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790076.tif,
790062.tif,91,3.9 MB (4125124 bytes),1869 x 1056,15.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790062.tif,
720118.tif,91,1004.3 KB (1028412 bytes),463 x 537,19.90%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\720118.tif,
490042.tif,91,6.8 MB (7129684 bytes),1654 x 1074,19.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\490042.tif,
720309.tif,91,31.2 MB (32707624 bytes),2398 x 3348,6.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\720309.tif,
737604.tif,91,5.9 MB (6144148 bytes),1039 x 1473,11.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\737604.tif,
490043.tif,91,6.8 MB (7129740 bytes),1654 x 1074,19.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\490043.tif,
712501001.tif,91,8 MB (8421964 bytes),1772 x 1185,18%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\712501001.tif,
490349.tif,91,38 MB (39798092 bytes),3189 x 4151,5.20%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\490349.tif,
400_quote_installative.eps,91,1.3 MB (1316398 bytes),,68.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\400_quote_installative.eps,
104100.tif,92,3 MB (3151480 bytes),4116 x 1482,35.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\104100.tif,
logo_safezone_cmyk.ai,92,1.2 MB (1257737 bytes),,24.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_safezone_cmyk.ai,
logo_2easy_bw.ai,92,1.2 MB (1269718 bytes),,24.20%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_2easy_bw.ai,
residential_icon.ai,92,1.2 MB (1291739 bytes),,45.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\residential_icon.ai,
logo_greentech_cmyk.ai,92,1.2 MB (1266293 bytes),,24.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_greentech_cmyk.ai,
logo_Hybrid_bw.ai,92,1.2 MB (1271180 bytes),,24.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_Hybrid_bw.ai,
Logo_DC.ai,92,1.2 MB (1291917 bytes),,5.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\Logo_DC.ai,
industrial_icon.ai,92,1.2 MB (1293638 bytes),,48%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\industrial_icon.ai,
condominium_icon.ai,92,1.2 MB (1294519 bytes),,44.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\condominium_icon.ai,
logo_CE_bw.ai,92,1.2 MB (1250281 bytes),,24.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_CE_bw.ai,
390923.tif,93,18 MB (18836632 bytes),1914 x 2384,6%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\390923.tif,
790284.tif,93,10.6 MB (11067692 bytes),1772 x 1477,12.10%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790284.tif,
712501001.tif,93,8 MB (8421964 bytes),1772 x 1185,18%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\712501001.tif,
S450H_quote_installative.eps,93,2.4 MB (2515862 bytes),,44.20%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\S450H_quote_installative.eps,
390926.tif,93,8.6 MB (8992928 bytes),1884 x 1116,11.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\390926.tif,
logo_FAAC_white.png,94,7880 bytes (7880 bytes),928 x 237,19.10%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_FAAC_white.png,
FAAC_GATE.jpg,94,1.5 MB (1621806 bytes),1458 x 1920,44.10%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\FAAC_GATE.jpg,
logo_greentech_cmyk.ai,96,1.2 MB (1266293 bytes),,24.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_greentech_cmyk.ai,
logo_2easy_bw.ai,96,1.2 MB (1269718 bytes),,24.20%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_2easy_bw.ai,
residential_icon.ai,96,1.2 MB (1291739 bytes),,45.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\residential_icon.ai,
logo_safezone_cmyk.ai,96,1.2 MB (1257737 bytes),,24.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_safezone_cmyk.ai,
S2500I.tif,96,8.9 MB (9335380 bytes),2362 x 1314,55.70%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\S2500I.tif,
industrial_icon.ai,96,1.2 MB (1293638 bytes),,48%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\industrial_icon.ai,
condominium_icon.ai,96,1.2 MB (1294519 bytes),,44.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\condominium_icon.ai,
S2500I_ITA.tif,96,44.2 KB (45237 bytes),1147 x 1147,25.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\S2500I_ITA.tif,
Logo_DC.ai,96,1.2 MB (1291917 bytes),,5.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\Logo_DC.ai,
logo_CE_bw.ai,96,1.2 MB (1250281 bytes),,24.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_CE_bw.ai,
490254.tif,97,49 MB (51364476 bytes),4032 x 4243,5%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\490254.tif,
416251.tif,97,21.8 MB (22808512 bytes),3189 x 2380,9%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\416251.tif,
S2500I_Grafico.tif,97,20.9 MB (21885980 bytes),3189 x 1660,32.70%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\S2500I_Grafico.tif,
490255.tif,97,30.7 MB (32148348 bytes),3189 x 3356,6.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\490255.tif,
490252.tif,97,31.3 MB (32800980 bytes),3858 x 2829,7.60%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\490252.tif,
490250.tif,97,79 MB (82794180 bytes),6344 x 4345,4.90%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\490250.tif,
424550001.tif,97,6.9 MB (7247932 bytes),1654 x 1092,19.60%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\424550001.tif,
391456.tif,97,6.7 MB (7059332 bytes),1016 x 1594,13.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\391456.tif,
102011.tif,97,68.4 MB (71752344 bytes),5264 x 4541,3.90%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\102011.tif,
390130.png,97,3.6 MB (3757567 bytes),2499 x 1785,11.10%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\390130.png,
416250.jpg,97,44.4 KB (45502 bytes),303 x 215,99.60%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\416250.jpg,
790284.tif,97,10.6 MB (11067692 bytes),1772 x 1477,12.10%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790284.tif,
390926.tif,97,8.6 MB (8992928 bytes),1884 x 1116,11.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\390926.tif,
S2500I_Quote_Catalistino.tif,97,37.8 MB (39656192 bytes),3189 x 3053,17.70%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\S2500I_Quote_Catalistino.tif,
390091.tif,97,33.6 MB (35284244 bytes),3427 x 3427,6.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\390091.tif,
S2500I_Dimensioni_Catalistino.tif,97,31.6 MB (33137796 bytes),3189 x 2542,21.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\S2500I_Dimensioni_Catalistino.tif,
490253.tif,97,51.8 MB (54359076 bytes),5038 x 3593,6%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\490253.tif,
790062.tif,97,3.9 MB (4125124 bytes),1869 x 1056,15.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\790062.tif,
industrial_icon.ai,98,1.2 MB (1293638 bytes),,48%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\industrial_icon.ai,
logo_safezone_cmyk.ai,98,1.2 MB (1257737 bytes),,24.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_safezone_cmyk.ai,
logo_CE_bw.ai,98,1.2 MB (1250281 bytes),,24.50%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_CE_bw.ai,
condominium_icon.ai,98,1.2 MB (1294519 bytes),,44.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\condominium_icon.ai,
