Name,Page,Size,Dimensions,Scale,Rotation,Path,Description
RAPID kit_PERFECT_120012 .TIF,39,35.3 MB (36962440 bytes),3509 x 3505,30.40%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\RAPID kit_PERFECT_120012 .TIF,
logo_Omnidec_bw_2.ai,39,1.2 MB (1271294 bytes),,24.60%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_Omnidec_bw_2.ai,
logo_2easy_bw_1.ai,39,1.2 MB (1269718 bytes),,24.60%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_2easy_bw_1.ai,
XT4_433_SLH-LR_cod.787008.psd,40,950.9 KB (973721 bytes),344 x 548,73.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\XT4_433_SLH-LR_cod.787008.psd,
410029.psd,40,5.1 MB (5337812 bytes),798 x 1035,61.80%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\410029.psd,
785102-print.psd,40,48.3 MB (50615250 bytes),3333 x 3296,20.30%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\785102-print.psd,
logo_FAAC_Black.png,40,4814 bytes (4814 bytes),928 x 237,19.10%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\logo_FAAC_Black.png,
106746445_IT.tif,41,42.3 MB (44381156 bytes),3665 x 3025,32.60%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\106746445_IT.tif,
390106_390113.tif,42,47.3 MB (49609620 bytes),3790 x 3227,21.90%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\390106_390113.tif,
Simply-Connect-ICON_NERO.eps,42,1.3 MB (1359970 bytes),,109.10%,,C:\Users\Luca1\Downloads\CATALISTINO_2025_PACCHETTO_COMPLETO\Links\Simply-Connect-ICON_NERO.eps,
