page_start;page_end;product;folder;CE;Safe;Green;Omnidec;2Easy;Hybrid;Classe_II;Wireless;all_badges;badge_files;qr_code;qr_codes_all;badge_texts_styled
100;101;770N 24V;100-101_770N_24V;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_greentech_cmyk.ai;;;;;;"CE;Green;Safe";"logo_safezone_cmyk.ai;logo_CE_bw.ai;logo_greentech_cmyk.ai";;;"Codice articolo;un attuatore elettromeccanico, accessori per l’installazione, due chiavi di sblocco.;una cassetta portante, un coperchio in acciaio inox, una staffa di sostegno anta dotata di sistema di sblocco a leva, due chiavi di sblocco, accessori per l’installazione.;Trasmittenti e riceventi;Sistema 24V SAFEzone:"
102;103;S800H ENC;102-103_S800H_ENC;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_greentech_cmyk.ai;;logo_2easy_bw.ai;logo_Hybrid_bw.ai;;;"2Easy;CE;Green;Hybrid;Safe";"logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_2easy_bw.ai;logo_Hybrid_bw.ai;logo_greentech_cmyk.ai";;;"Accessori vari;Encoder magnetico assoluto con BUS 2easy integrato (collegamento a due cavi non polarizzato).;Accessori;Trasmittenti e riceventi;Sistema 24V SAFEzone:"
104;106;S800 ENC;104-106_S800_ENC;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_greentech_cmyk.ai;;logo_2easy_bw.ai;;;;"2Easy;CE;Green;Safe";"logo_greentech_cmyk.ai;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_2easy_bw.ai";;;"<b>Sistema 230V SAFEzone:</b>;Encoder magnetico assoluto con BUS 2easy integrato (collegamento a due cavi non polarizzato).;<b>Sistema 230V GREENtech:</b>;Dispositivo di sblocco idraulico (da abbinare al codice 390972) per attuatori CBAC o SBW;<b>automazioni per cancelli scorrevoli</b>"
108;109;C4000I;108-109_C4000I;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_greentech_cmyk.ai;logo_Omnidec_bw.ai;logo_2easy_bw.ai;;;;"2Easy;CE;Green;Omnidec;Safe";"logo_greentech_cmyk.ai;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_2easy_bw.ai;logo_Omnidec_bw.ai";;;"un attuatore elettromeccanico in bassa tensione con apparecchiatura elettronica E4000I, pignone per cremagliera, una chiave di sblocco e accessori di fissaggio;Accessori;Automazioni integrate per cancelli scorrevoli;**cross_reference_not_found**;Sblocco manuale accessibile sia dall'interno che dall'esterno della proprietà"
110;111;C720;110-111_C720;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_greentech_cmyk.ai;logo_Omnidec_bw.ai;logo_2easy_bw.ai;;;;"2Easy;CE;Green;Omnidec;Safe";"logo_safezone_cmyk.ai;logo_CE_bw.ai;logo_greentech_cmyk.ai;logo_Omnidec_bw.ai;logo_2easy_bw.ai";;;"Automazioni per cancelli scorrevoli;Accessori;Trasmittenti e riceventi;Fotocellule e colonnette;Peso massimo del cancello: 400kg."
112;113;C721;112-113_C721;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_greentech_cmyk.ai;logo_Omnidec_bw.ai;logo_2easy_bw.ai;;;;"2Easy;CE;Green;Omnidec;Safe";"logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_Omnidec_bw.ai;logo_greentech_cmyk.ai;logo_2easy_bw.ai";;;"Automazioni per cancelli scorrevoli;Accessori;Trasmittenti e riceventi;Peso massimo del cancello: 400kg.;Fotocellule e colonnette"
114;115;740;114-115_740;logo_CE_bw.ai;logo_safezone_cmyk.ai;;;;;;;"CE;Safe";"logo_safezone_cmyk.ai;logo_CE_bw.ai";;;"Altri accessori;Trasmittenti e riceventi;Accessori vari;Automazioni per cancelli scorrevoli;Codice articolo"
116;117;740 C;116-117_740_C;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_greentech_cmyk.ai;logo_Omnidec_bw.ai;logo_2easy_bw.ai;;;;"2Easy;CE;Green;Omnidec;Safe";"logo_2easy_bw.ai;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_Omnidec_bw.ai;logo_greentech_cmyk.ai";;;"(**) In versione a 230V può funzionare a temperature da +55° a +65° alle seguenti condizioni:  Frequenza di utilizzo 22 cicli/h. Carico massimo sugli accessori (inclusi accessori Bus2Easy) 400 mA (anzichè 500 mA). I cicli/ora sono riferiti ad un’anta di peso massimo e di 5 mt di larghezza.;Altri accessori;Accessori vari;Codice articolo;Automazioni per cancelli scorrevoli"
118;119;741;118-119_741;logo_CE_bw.ai;logo_safezone_cmyk.ai;;;;;;;"CE;Safe";"logo_CE_bw.ai;logo_safezone_cmyk.ai";;;"Trasmittenti e riceventi;Altri accessori;Peso massimo del cancello: 400kg.;Automazioni per cancelli scorrevoli;Codice articolo"
120;121;741 C;120-121_741_C;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_greentech_cmyk.ai;logo_Omnidec_bw.ai;logo_2easy_bw.ai;;;;"2Easy;CE;Green;Omnidec;Safe";"logo_Omnidec_bw.ai;logo_greentech_cmyk.ai;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_2easy_bw.ai";;;"Codice articolo;Fotocellule e colonnette;Automazioni per cancelli scorrevoli;Peso massimo del cancello: 400kg.;Motoriduttore avanzato: Unità di controllo integrata con velocità regolabile, ingressi per coste di sicurezza, protocollo radio FDS e Omnidec, tecnologia Bus2Easy."
122;123;746 C;122-123_746_C;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_greentech_cmyk.ai;logo_Omnidec_bw.ai;logo_2easy_bw.ai;;;;"2Easy;CE;Green;Omnidec;Safe";"logo_Omnidec_bw.ai;logo_safezone_cmyk.ai;logo_greentech_cmyk.ai;logo_2easy_bw.ai;logo_CE_bw.ai";QR-746c-844c_ITA.tif;QR-746c-844c_ITA.tif;"Accessori vari;Peso massimo del cancello: 400kg.;Altri accessori;Automazioni per cancelli scorrevoli;Codice articolo"
124;125;844 C;124-125_844_C;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_greentech_cmyk.ai;logo_Omnidec_bw.ai;logo_2easy_bw.ai;;;;"2Easy;CE;Green;Omnidec;Safe";"logo_greentech_cmyk.ai;logo_Omnidec_bw.ai;logo_2easy_bw.ai;logo_CE_bw.ai;logo_safezone_cmyk.ai";QR-746c-844c_ITA.tif;QR-746c-844c_ITA.tif;"(*) In versione a 230V può funzionare a temperature da +55° a +65° alle seguenti condizioni:  Frequenza di utilizzo 28 cicli/h, Carico massimo sugli accessori (inclusi accessori Bus2Easy) 400 mA (anzichè 500 mA). I cicli/ora sono riferiti ad un’anta di peso massimo e di 5 mt di larghezza.;Altri accessori;Accessori vari;Trasmittenti e riceventi;Peso massimo del cancello: 400kg."
126;127;844 3PH;126-127_844_3PH;logo_CE_bw.ai;;;;;;;;CE;logo_CE_bw.ai;;;"Altri accessori;Fotocellule e colonnette;Pignone Z12 cremagliera (cancello peso max 2.200 Kg) per 844 R 3PH;Trasmittenti e riceventi;Automazioni per cancelli scorrevoli"
128;129;884 MC 3PH;128-129_884_MC_3PH;logo_CE_bw.ai;;;;;;;;CE;logo_CE_bw.ai;;;"Altri accessori;Fotocellule e colonnette;Accessori;Codice articolo;Dispositivo di frenatura: spazi ridotti di arresto e garantita la tenuta in chiusura del cancello."
130;132;C851;130-132_C851;logo_CE_bw.ai;;;;logo_2easy_bw.ai;;;;"2Easy;CE";"logo_2easy_bw.ai;logo_CE_bw.ai";;;"Trasmittenti e riceventi;Automazioni per cancelli scorrevoli;Codice articolo;Fotocellule e colonnette;Accessori"
134;135;D600;134-135_D600;logo_CE_bw.ai;logo_safezone_cmyk.ai;;logo_Omnidec_bw.ai;;;logo_double_insulation.ai;;"CE;Classe_II;Omnidec;Safe";"logo_Omnidec_bw.ai;logo_safezone_cmyk.ai;logo_double_insulation.ai;logo_CE_bw.ai";;;"un operatore elettromeccanico con apparecchiatura elettronica e lampada di cortesia temporizzata, accessori per l’installazione, dispositivo di sblocco interno.;Codice articolo;Trasmittenti e riceventi;<b>sono compatibili solamente con la ricevente XF 433/XF 868.</b>;Per installare lo sblocco esterno a chiave è necessario utilizzare anche l’accessorio cavo e guaina per sblocco esterno."
136;137;D700 HS;136-137_D700_HS;logo_CE_bw.ai;logo_safezone_cmyk.ai;;logo_Omnidec_bw.ai;;;logo_double_insulation.ai;;"CE;Classe_II;Omnidec;Safe";"logo_Omnidec_bw.ai;logo_double_insulation.ai;logo_CE_bw.ai;logo_safezone_cmyk.ai";;;"<b>sono compatibili solamente con la ricevente XF 433/XF 868.</b>;Per installare lo sblocco esterno a chiave è necessario utilizzare anche l’accessorio cavo e guaina per sblocco esterno.;Codice articolo;Trasmittenti e riceventi;Installazione rapida e semplice grazie al binario premontato ed innesto a rotazione."
138;139;D1000;138-139_D1000;logo_CE_bw.ai;logo_safezone_cmyk.ai;;logo_Omnidec_bw.ai;;;logo_double_insulation.ai;;"CE;Classe_II;Omnidec;Safe";"logo_safezone_cmyk.ai;logo_Omnidec_bw.ai;logo_double_insulation.ai;logo_CE_bw.ai";;;"Supporto centrale binario;<b>sono compatibili solamente con la ricevente XF 433/XF 868.</b>;Per installare lo sblocco esterno a chiave è necessario utilizzare anche l’accessorio cavo e guaina per sblocco esterno.;Codice articolo;un operatore elettromeccanico con apparecchiatura elettronica e lampada di cortesia temporizzata, accessori per l’installazione, dispositivo di sblocco interno."
148;149;550;148-149_550;logo_CE_bw.ai;logo_safezone_cmyk.ai;;;;;;;"CE;Safe";"logo_safezone_cmyk.ai;logo_CE_bw.ai";;;"Codice;Sicurezza antischiacciamento: dispositivo elettronico di regolazione coppia motrice ed ENCODER.;Altri accessori;(**) Per porte basculanti con larghezza da 3 a 4 m (alt. 3 m) utilizzare un attuatore 550 ITT ed uno 550 Slave. In tal caso l’apparecchiatura elettronica E550 incorporata nel 550 ITT gestisce anche il 550 Slave. Lo stesso vale per la versione L.;Accessori vari"
150;152;580 - 593;150-152_580_-_593;logo_CE_bw.ai;;logo_greentech_cmyk.ai;;;;;;"CE;Green";"logo_greentech_cmyk.ai;logo_CE_bw.ai";;;"Codice articolo;Accessori vari;Altri accessori;Trasmittenti e riceventi;Accessori"
154;155;390 230V;154-155_390_230V;logo_CE_bw.ai;;logo_greentech_cmyk.ai;;;;;;"CE;Green";"logo_CE_bw.ai;logo_greentech_cmyk.ai";;;"Fotocellule e colonnette;Sistema 230V GREENtech:;Altri accessori;Accessori;Trasmittenti e riceventi"
156;157;560;156-157_560;logo_CE_bw.ai;;logo_greentech_cmyk.ai;;;;;;"CE;Green";"logo_greentech_cmyk.ai;logo_CE_bw.ai";;;"(per scheda E045 o E045S o E024S con fotocellula no BUS);Codice articolo;Braccio telescopico articolato con accessori per l’installazione;Trasmittenti e riceventi;Fotocellule e colonnette"
160;163;B614;160-163_B614;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_greentech_cmyk.ai;logo_Omnidec_bw.ai;logo_2easy_bw.ai;;;;"2Easy;CE;Green;Omnidec;Safe";"logo_2easy_bw.ai;logo_greentech_cmyk.ai;logo_safezone_cmyk.ai;logo_Omnidec_bw.ai;logo_CE_bw.ai";;;"Numero di molle necessario;Piastra di supporto per forcella;Utilizzare nel caso siano necessarie due molle di bilanciamento.;Aste rettangolari e accessori specifici;Codice articolo"
164;167;615BPR;164-167_615BPR;logo_CE_bw.ai;;;;;;;;CE;logo_CE_bw.ai;;;"Codice articolo;Le molle di bilanciamento non sono comprese nel cofano e devono essere ordinate separatamente. Con l'uso del kit siepe e/o piedino d'estremità si raccomanda di scegliere opportunamente la molla di bilanciamento.;corpo barriera, sistema oleodinamico di trasmissione completo di centralina oleodinamica e pistone a doppio effetto, scheda elettronica 615BPR incorporata, accessori d’installazione, una chiave di sblocco triangolare.;Trasmittenti e riceventi;Piastra di supporto per forcella"
168;171;620 Standard;168-171_620_Standard;logo_CE_bw.ai;;;;logo_2easy_bw.ai;;;;"2Easy;CE";"logo_2easy_bw.ai;logo_CE_bw.ai";;;"Accessori comuni per tutte le applicazioni;Codice articolo;* Combinazione necessaria per ottenere aste da 6mt;Fotocellule e colonnette;Codice versione SX"
172;175;620 Rapida;172-175_620_Rapida;logo_CE_bw.ai;;;;logo_2easy_bw.ai;;;;"2Easy;CE";"logo_CE_bw.ai;logo_2easy_bw.ai";;;"Aste tonde pivottanti e accessori specifici;Codice articolo;Aste rettangolari e accessori specifici;Accessori comuni per tutte le applicazioni;Codice versione SX"
176;179;B680H;176-179_B680H;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_greentech_cmyk.ai;;logo_2easy_bw.ai;logo_Hybrid_bw.ai;;;"2Easy;CE;Green;Hybrid;Safe";"logo_2easy_bw.ai;logo_greentech_cmyk.ai;logo_safezone_cmyk.ai;logo_CE_bw.ai;logo_Hybrid_bw.ai";;;"Codice articolo;Accessori per aste tonde S in base alla luce netta del varco;(necessaria per aste tonde pivottanti);Non è possibile utilizzare siepi, piedino e forcella in abbinamento alle aste tonde pivottanti.;Forcella regolabile per supporto asta"
187;187;Contenitori;187_Contenitori;;;;;;;;;;;;;"Codice articolo;Schede elettroniche ed accessori;Accessori"
188;194;Schede elettroniche;188-194_Schede_elettroniche;;;;;;;;;;;;;"cancelli a BATTENTE;Rallentamento con “lettura” posizione cancello;Fail Safe (test automatico fotocellule);BUS 2easy;OmniDEC"
196;196;Dispositivi Simply Connect;196_Dispositivi_Simply_Connect;logo_CE_bw.ai;;;;;;;;CE;logo_CE_bw.ai;;;"Codice articolo;nessuna necessità di dispositivo XWBL o XMBX4;Il dispositivo XMBX4 dispone di connessione GSM ed è fornito di eSIM integrata: non è necessario acquistare alcuna SIM dati."
197;199;Applicazioni Simply Connect;197-199_Applicazioni_Simply_Connect;logo_CE_bw.ai;;;;;;;;CE;logo_CE_bw.ai;QR_SIMPLY_CONNECT.tiff;QR_SIMPLY_CONNECT.tiff;"Codice articolo;nessuna necessità di dispositivo XWBL o XMBX4;Interazione da remoto tramite web e/o app con le automazioni connesse alla piattaforma cloud Simply Connect: invio comandi, anche vocali e controllo a distanza della propria automazione e concessione o revoca dei diritti di accesso ad altri utilizzatori.;Il dispositivo XMBX4 dispone di connessione GSM ed è fornito di eSIM integrata: non è necessario acquistare alcuna SIM dati."
200;201;Sistema 433-868MHz FDS;200-201_Sistema_433-868MHz_FDS;logo_CE_bw.ai;;;logo_Omnidec_bw.ai;;;;;"CE;Omnidec";"logo_CE_bw.ai;logo_Omnidec_bw.ai";QR_FDS_ITA.tiff;QR_FDS_ITA.tiff;"Per garantire la compatibilità dei modelli D600, D700, D1000, B614 con il sistema FDS, da utilizzare in combinazione con il ricevitore FDS RP/RP2.;Antenna per ricevente RP / XF / XR2 / XR4 con staffa di fissaggio e cavo coassiale 5 m;Codice articolo;Trasmittenti e riceventi;. L'autenticità delle trasmittenti è verificata mediante una catena di certificati di sicurezza personalizzati FAAC."
202;203;Sistema 433-868MHz FDS BD;202-203_Sistema_433-868MHz_FDS_BD;logo_CE_bw.ai;;;logo_Omnidec_bw.ai;;;;;"CE;Omnidec";"logo_Omnidec_bw.ai;logo_CE_bw.ai";QR_FDS_ITA.tiff;QR_FDS_ITA.tiff;"Frequenza di ricezione;Trasmittenti e riceventi;Interfaccia Relè per l'utilizzo di riceventi RP per collegamenti filari;Codice articolo;. L'autenticità delle trasmittenti è verificata mediante una catena di certificati di sicurezza personalizzati FAAC."
204;205;XTO - Sistema 868MHz SLH-DS;204-205_XTO_-_Sistema_868MHz_SLH-DS;;;;logo_Omnidec_bw.ai;;;;;Omnidec;logo_Omnidec_bw_1.ai;;;"Accessori;Codice articolo;Ricevente pluricanale con antenna bipolare integrata (da abbinare a scheda di decodifica);Riceventi pluricanale e schede di decodifica;(per applicazioni in cui siano richiesti più di 2 canali, il sistema sarà quindi composto da 1 ricevente + schede di decodifica pari al numero di utenze da controllare)"
206;207;XTO - Sistema 433 MHz SLH-SL-DS-RC;206-207_XTO_-_Sistema_433_MHz_SLH-SL-DS-RC;;;;logo_Omnidec_bw.ai;;;;;Omnidec;logo_Omnidec_bw_1.ai;;;"La ricezione del segnale radio emesso dalla trasmittente può essere realizzata scegliendo tra una delle seguenti soluzioni:;Riceventi pluricanale e schede di decodifica;(per applicazioni in cui siano richiesti più di 2 canali, il sistema sarà quindi composto da 1 ricevente + schede di decodifica pari al numero di utenze da controllare);Interfaccia Relè per l'utilizzo di riceventi RP per collegamenti filari;Codice articolo"
208;209;Sistema 868MHz SLH LR;208-209_Sistema_868MHz_SLH_LR;logo_CE_bw.ai;;;logo_Omnidec_bw.ai;;;;;"CE;Omnidec";"logo_Omnidec_bw.ai;logo_CE_bw.ai";;;"Trasmittenti e riceventi;il codice varia ad ogni utilizzo della trasmittente. Un algoritmo riconosce e valida il segnale solo delle trasmittenti codificate dalla ricevente.;Vantaggi: clonazione pressoché impossibile. Possibilità di replicare le trasmittenti codificate, anche in remoto dalla ricevente, con il sistema brevettato SELF LEARNING (da trasmittente a trasmittente), semplicemente premendo i tasti secondo una apposita sequenza.;<b>Pienamente compatibili con le precedenti SLH.</b>;Codice articolo"
210;211;Sistema 433MHz SLH LR;210-211_Sistema_433MHz_SLH_LR;logo_CE_bw.ai;;;logo_Omnidec_bw.ai;;;;;"CE;Omnidec";"logo_Omnidec_bw.ai;logo_CE_bw.ai";;;"(compatibile con tutte le apparecchiature FAAC dotate di sistema di decodifica universale OmniDEC, riconoscibili dal logo dedicato);Antenna per ricevente RP / XF / XR2 / XR4 con staffa di fissaggio e cavo coassiale 5 m;Codice articolo;Ricevente XR2N FDS 433-868 Mhz;Ricevente XR4N FDS 433-868 Mhz"
212;213;Sistema SLHP LR;212-213_Sistema_SLHP_LR;logo_CE_bw.ai;;;;;;;;CE;logo_CE_bw.ai;;;") e nasce per la realizzazione di impianti altamente professionali in cui sia richiesta la programmazione dei radiocomandi e delle schede di memoria con codici dedicati tramite unità di programmazione e/o tramite software a PC. Ciò consente inoltre la creazione dei archivi a PC dei codici presenti su ogni impianto realizzato, agevolando di conseguenza la gestione dell’impianto (aggiunta codici radio da remoto).;Un impianto SLHP sarà quindi composto da: 1 ricevente pluricanale (433MHz o 868MHz) + un numero di DECODER SLHP pari al numero di utenze da controllare.;(in base alla frequenza scelta 433MHz o 868MHz);Ricevente pluricanale;Codice articolo"
214;215;Sistema 433MHz RC;214-215_Sistema_433MHz_RC;logo_CE_bw.ai;;;logo_Omnidec_bw.ai;;;;;"CE;Omnidec";"logo_Omnidec_bw.ai;logo_CE_bw.ai";;;"La ricezione del segnale radio emesso dalla trasmittente può essere realizzata scegliendo tra una delle seguenti soluzioni:;Accessori;Codice articolo;Frequenza di ricezione;Ricevente XR2N FDS 433-868 Mhz"
216;219;Datori d'impulso semplici;216-219_Datori_d'impulso_semplici;logo_CE_bw.ai;;logo_greentech_cmyk.ai;;logo_2easy_bw.ai;;;;"2Easy;CE;Green";"logo_CE_bw.ai;logo_2easy_bw.ai;logo_greentech_cmyk.ai";;;"Codice articolo;Accessori per il montaggio"
220;222;Datori d'impulso elettronici;220-222_Datori_d'impulso_elettronici;logo_CE_bw.ai;;logo_greentech_cmyk.ai;;logo_2easy_bw.ai;;;logo_wireless.tif;"2Easy;CE;Green;Wireless";"logo_2easy_bw.ai;logo_CE_bw.ai;logo_greentech_cmyk.ai;logo_wireless.tif";;;"Contenitore per scheda MINISERVICE;Tensione di alimentazione accessori;Codice articolo;Accessori;Bus 2easy, a 2 fili non polarizzati 24 V"
223;223;Alimentatore supplementare;223_Alimentatore_supplementare;logo_CE_bw.ai;;logo_greentech_cmyk.ai;;logo_2easy_bw.ai;;;;"2Easy;CE;Green";"logo_2easy_bw.ai;logo_greentech_cmyk.ai;logo_CE_bw.ai";;;"Bus 2easy, a 2 fili non polarizzati 24 V;Numero max LETTORI collegabili su scheda con Bus2Easy;Accessori;Tensione di alimentazione accessori;Contenitore per scheda MINISERVICE"
224;225;Fotocellule da parete orientabili;224-225_Fotocellule_da_parete_orientabili;logo_CE_bw.ai;;logo_greentech_cmyk.ai;;logo_2easy_bw.ai;;;logo_wireless.tif;"2Easy;CE;Green;Wireless";"logo_CE_bw.ai;logo_2easy_bw.ai;logo_greentech_cmyk.ai;logo_wireless.tif";;;"Codice articolo;Fotocellula da parete orientabile;Distanza max fotocellule;Possibilità di installazione fino a 4 coppie di fotocellule sullo stesso impianto.;Fotocellule da parete orientabili"
226;226;Fotocellule da parete o incasso;226_Fotocellule_da_parete_o_incasso;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_greentech_cmyk.ai;;logo_2easy_bw.ai;;;;"2Easy;CE;Green;Safe";"logo_greentech_cmyk.ai;logo_safezone_cmyk.ai;logo_2easy_bw.ai;logo_CE_bw.ai";;;"Codice articolo;Fotocellula da parete;Fotocellule da parete o incasso;Accessori per il montaggio;<b>Possibilità di installazione fino a 4 coppie di fotocellule sullo stesso impianto.</b>"
227;228;XS Costa di sicurezza;227-228_XS_Costa_di_sicurezza;logo_CE_bw.ai;logo_safezone_cmyk.ai;logo_greentech_cmyk.ai;;logo_2easy_bw.ai;;;;"2Easy;CE;Green;Safe";"logo_2easy_bw.ai;logo_CE_bw.ai;logo_greentech_cmyk.ai;logo_safezone_cmyk.ai";;;"Realizza la tua costa di sicurezza certificata, in pochi minuti, seguendo 4 semplici passaggi.;Codice articolo;Fotocellula da parete;Fotocellule da parete o incasso;Accessori per il montaggio"
234;234;Sensori Laser;234_Sensori_Laser;;;;;;;;;;;;;"Codice articolo;Lo scanner laser verticale XGUARD10 può essere utilizzato in combinazione con le barriere automatiche per garantire un passaggio sicuro per i veicoli commerciali, camion, o automezzi con sporgenze evitando che le aste si abbassino quando ancora questi si trovino sotto l’asta. Lo scanner laser genera un campo di rilevamento verticale vicino all’asta della barriera e ne impedisce la chiusura quando un oggetto si trova all’interno del campo di rilevamento. Di conseguenza, vengono rilevati in modo affidabile tutti i tipi di veicoli e si prevengono danni a carico della carrozzeria, dell’asta o del telaio della barriera.;Accessori;Certificati EN 13849-1 PL ""d"" e come categoria 2 norma EN12978"
235;235;M60 Costa elettromeccanica;235_M60_Costa_elettromeccanica;;;;;;;;;;;;;"Lo scanner laser verticale XGUARD10 può essere utilizzato in combinazione con le barriere automatiche per garantire un passaggio sicuro per i veicoli commerciali, camion, o automezzi con sporgenze evitando che le aste si abbassino quando ancora questi si trovino sotto l’asta. Lo scanner laser genera un campo di rilevamento verticale vicino all’asta della barriera e ne impedisce la chiusura quando un oggetto si trova all’interno del campo di rilevamento. Di conseguenza, vengono rilevati in modo affidabile tutti i tipi di veicoli e si prevengono danni a carico della carrozzeria, dell’asta o del telaio della barriera.;Accessori;Certificati EN 13849-1 PL ""d"" e come categoria 2 norma EN12978;Codice articolo"
238;238;Accessori e materiali di consumo;238_Accessori_e_materiali_di_consumo;;;;;;;;;;;;;"Codice articolo;Controbocchetta a pilastro (cancelli ad un'anta);Accessori e materiali di consumo"
240;241;RL200;240-241_RL200;logo_CE_bw.ai;;;;;;;;CE;logo_CE_bw.ai;;;"Codice articolo;60 mm e 48/42 mm (con accessorio cod. 391452);Accessori vari;Accessori;Fotocellule e colonnette"
242;243;RH200B;242-243_RH200B;logo_CE_bw.ai;;;;;;;;CE;logo_CE_bw.ai;;;"Codice articolo;Trasmittenti e riceventi;un motoriduttore, adattatori scatole portamolle 200/220, accessori per l’installazione.;Fotocellule e colonnette;Accessori"
244;245;RH240;244-245_RH240;logo_CE_bw.ai;;;;;;;;CE;logo_CE_bw.ai;;;"Trasmittenti e riceventi;Fotocellule e colonnette;Codice articolo;Altri accessori;Accessori vari"
263;263;390 230V SI;263_390_230V_SI;;;;;;;;;;;;;"Ricevente XF 433 MHz;Coppia di fotocellule XP 20B D"
263;263;392 C SI;263_392_C_SI;;;;;;;;;;;;;"Ricevente XF 433 MHz;Coppia di fotocellule XP 20B D"
264;264;412 SI;264_412_SI;;;;;;;;;;;;;"Ricevente XF 433 MHz;Coppia di fotocellule XP 20B D;Aggiungi SAFECODER (cod. 404040) per garantire il controllo di movimento e l'inversione su ostacolo.;Aggiungi SAFECODER (cod. 404041) per garantire il controllo di movimento e l'inversione su ostacolo."
264;264;413 230V SI;264_413_230V_SI;;;;;;;;;;;;;"Ricevente XF 433 MHz;Coppia di fotocellule XP 20B D;Aggiungi SAFECODER (cod. 404040) per garantire il controllo di movimento e l'inversione su ostacolo.;Aggiungi SAFECODER (cod. 404041) per garantire il controllo di movimento e l'inversione su ostacolo."
265;265;415 230V SI;265_415_230V_SI;;;;;;;;;;;;;"Ricevente XF 433 MHz;Coppia di fotocellule XP 20B D;Aggiungi SAFECODER (cod. 404040) per garantire il controllo di movimento e l'inversione su ostacolo.;Aggiungi SAFECODER (cod. 404041) per garantire il controllo di movimento e l'inversione su ostacolo."
265;265;415 24V SI;265_415_24V_SI;;;;;;;;;;;;;"Ricevente XF 433 MHz;Coppia di fotocellule XP 20B D;Aggiungi SAFECODER (cod. 404040) per garantire il controllo di movimento e l'inversione su ostacolo.;Aggiungi SAFECODER (cod. 404041) per garantire il controllo di movimento e l'inversione su ostacolo."
266;266;402 SI;266_402_SI;;;;;;;;;;;;;"Ricevente XF 433 MHz;Coppia di fotocellule XP 20B D;Aggiungi SAFECODER (cod. 404040) per garantire il controllo di movimento e l'inversione su ostacolo.;HYBRID kit"
266;266;S418 SI;266_S418_SI;;;;;;;;;;;;;"Ricevente XF 433 MHz;Coppia di fotocellule XP 20B D;Aggiungi SAFECODER (cod. 404040) per garantire il controllo di movimento e l'inversione su ostacolo.;HYBRID kit"
267;267;422 SI;267_422_SI;;;;;;;;;;;;;"Ricevente XF 433 MHz;Coppia di fotocellule XP 20B D;Aggiungi SAFECODER (cod. 404040) per garantire il controllo di movimento e l'inversione su ostacolo.;HYBRID kit"
267;267;S450H SI;267_S450H_SI;;;;;;;;;;;;;"Ricevente XF 433 MHz;Coppia di fotocellule XP 20B D;Aggiungi SAFECODER (cod. 404040) per garantire il controllo di movimento e l'inversione su ostacolo.;HYBRID kit"
268;268;400 SI;268_400_SI;;;;;;;;;;;;;"Ricevente XF 433 MHz;Coppia di fotocellule XP 20B D;Aggiungi SAFECODER (cod. 404040) per garantire il controllo di movimento e l'inversione su ostacolo.;Aggiungi SAFECODER (cod. 404035) per garantire il controllo di movimento e l'inversione su ostacolo.;Dispositivo di sblocco idraulico (da abbinare al codice 390972) per attuatori CBAC o SBW"
268;268;770N 230V SI;268_770N_230V_SI;;;;;;;;;;;;;"Ricevente XF 433 MHz;Coppia di fotocellule XP 20B D;Aggiungi SAFECODER (cod. 404035) per garantire il controllo di movimento e l'inversione su ostacolo.;Dispositivo di sblocco idraulico (da abbinare al codice 390972) per attuatori CBAC o SBW;Kit giunto scanalato per attuatori CBAC o SBW (da abbinare al codice 390035)"
269;269;770N 24V SI;269_770N_24V_SI;;;;;;;;;;;;;"Ricevente XF 433 MHz;Coppia di fotocellule XP 20B D;Dispositivo di sblocco idraulico (da abbinare al codice 390972) per attuatori CBAC o SBW;Kit giunto scanalato per attuatori CBAC o SBW (da abbinare al codice 390035);Aggiungi SAFECODER (cod. 404040) per garantire il controllo di movimento e l'inversione su ostacolo."
269;269;S800H ENC SI;269_S800H_ENC_SI;;;;;;;;;;;;;"Dispositivo di sblocco idraulico (da abbinare al codice 390972) per attuatori CBAC o SBW;Kit giunto scanalato per attuatori CBAC o SBW (da abbinare al codice 390035);Ricevente XF 433 MHz;Coppia di fotocellule XP 20B D;Aggiungi SAFECODER (cod. 404035) per garantire il controllo di movimento e l'inversione su ostacolo."
