Product,Page,Spec_Field,nome_modello1,codice_sku1,value1,nome_modello2,codice_sku2,value2,nome_modello3,codice_sku3,value3,nome_modello4,codice_sku4,value4,nome_modello5,codice_sku5,value5,nome_modello6,codice_sku6,value6,nome_modello7,codice_sku7,value7,nome_modello8,codice_sku8,value8,nome_modello9,codice_sku9,value9,nome_modello10,codice_sku10,value10,nome_modello11,codice_sku11,value11,nome_modello12,codice_sku12,value12,nome_modello13,codice_sku13,value13,nome_modello14,codice_sku14,value14,nome_modello15,codice_sku15,value15,nome_modello16,codice_sku16,value16,nome_modello17,codice_sku17,value17
884 MC 3PH,128-129,Tipo di utilizzo,884 MC 3PH,109885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884 MC 3PH,128-129,Velocità angolare max,884 MC 3PH,109885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884 MC 3PH,128-129,Velocità dell'anta,884 MC 3PH,109885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884 MC 3PH,128-129,Velocità di rallentamento,884 MC 3PH,109885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884 MC 3PH,128-129,Velocità di rotazione motore,884 MC 3PH,109885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884 MC 3PH,128-129,Velocità max,884 MC 3PH,109885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884 MC 3PH,128-129,Velocità max anta,884 MC 3PH,109885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884 MC 3PH,128-129,Velocità max carrello,884 MC 3PH,109885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884 MC 3PH,128-129,Velocità max stelo,884 MC 3PH,109885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884 MC 3PH,128-129,"da 4,5 m a 5 m",884 MC 3PH,109885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884 MC 3PH,128-129,da 5 m a 7 m,884 MC 3PH,109885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884 MC 3PH,128-129,"da 7 m a 7,5 m",884 MC 3PH,109885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884 MC 3PH,128-129,"da 7,5 m a 8 m",884 MC 3PH,109885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884 MC 3PH,128-129,"fino a 4,5 m",884 MC 3PH,109885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,1,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,2,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,620 Rapida,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,620 Standard,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,620 Standard ARTICOLATA,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Altezza max serranda,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Altezza min architrave,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Angolo max apertura anta,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Apparecchiatura elettronica,C851,109903,E850S incorporata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Arresti meccanici integrati in apertura e chiusura,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Capacità di sollevamento,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Condensatore di spunto,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Coppia max,C851,109903,168 Nm (*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Corsa dello stelo,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Diametro albero serranda,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Diametro scatole portamolle,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Dimensione del pilastro a sezione quadrata,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Dimensione max porta (LxH),C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Dimensioni (LxPxH),C851,109903,510 x 295 x 467 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Dimensioni colonna,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Dispositivo di sblocco,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Encoder,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Finecorsa,C851,109903,meccanici integrati + magnetico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Forza max di spinta,C851,109903,3.000 N (*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Frequenza di utilizzo,C851,109903,100% (T=25 °C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Grado di protezione,C851,109903,IP54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Larghezza max anta,C851,109903,20 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Larghezza max serranda,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Luce di cortesia,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Lunghezza max anta,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Lunghezza max asta,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Modello,C851,109903,C851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Motore elettrico,C851,109903,1.1 KW trifase a quattro poli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Peso,C851,109903,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Peso max anta,C851,109903,1.800 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Peso max anta cantilever,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Peso max porta,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Peso operatore,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Pignone,C851,109903,Z28 modulo 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Portata gruppo motore-pompa,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Potenza max,C851,109903,1.800 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Raffreddamento,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Rapporto di riduzione,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Regolazione della forza,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Regolazione velocità e controllo motore,C851,109903,Su scheda elettronica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Rumorosità,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Spazio di fermata,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Staffe di fissaggio,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Temperatura ambiente di esercizio,C851,109903,-20°C ÷ +55°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Tempo di apertura,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Tempo di utilizzo continuo (ROT),C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Temporizzazione lampada di cortesia,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Tensione di alimentazione di rete,C851,109903,220-240V~ 50/60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Termoprotezione,C851,109903,75°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Tipo di asta,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Tipo di materiale,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Tipo di motoriduttore,C851,109903,Vite senza fine con lubrificazione ad olio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Tipo di olio,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Tipo di rallentamento,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Tipo di trattamento,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Tipo di utilizzo,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Velocità angolare max,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Velocità dell'anta,C851,109903,20 ÷ 40 m/min (regolabile),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Velocità di rallentamento,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Velocità di rotazione motore,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Velocità max,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Velocità max anta,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Velocità max carrello,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,Velocità max stelo,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,"da 4,5 m a 5 m",C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,da 5 m a 7 m,C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,"da 7 m a 7,5 m",C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,"da 7,5 m a 8 m",C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C851,130-132,"fino a 4,5 m",C851,109903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,1,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,2,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,620 Rapida,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,620 Standard,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,620 Standard ARTICOLATA,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Altezza max serranda,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Altezza min architrave,D600,110600,35 mm,Model_2,,35 mm,Model_3,,35 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Angolo max apertura anta,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Apparecchiatura elettronica,D600,110600,E600 incorporata,Model_2,,E600 incorporata,Model_3,,E600 incorporata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Arresti meccanici integrati in apertura e chiusura,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Capacità di sollevamento,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Condensatore di spunto,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Coppia max,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Corsa dello stelo,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Diametro albero serranda,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Diametro scatole portamolle,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Dimensione del pilastro a sezione quadrata,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Dimensione max porta (LxH),D600,110600,Vedi tabella BINARI A CINGHIA,Model_2,,Vedi tabella BINARI A CINGHIA,Model_3,,Vedi tabella BINARI A CINGHIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Dimensioni (LxPxH),D600,110600,360 x 200 x 145 mm,Model_2,,360 x 200 x 145 mm,Model_3,,360 x 200 x 145 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Dimensioni colonna,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Dispositivo di sblocco,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Encoder,D600,110600,Elettronico,Model_2,,Elettronico,Model_3,,Elettronico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Finecorsa,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Forza max di spinta,D600,110600,600 N,Model_2,,600 N,Model_3,,600 N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Frequenza di utilizzo,D600,110600,Uso continuo,Model_2,,Uso continuo,Model_3,,Uso continuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Grado di protezione,D600,110600,Solo per uso interno (IP20),Model_2,,Solo per uso interno (IP20),Model_3,,Solo per uso interno (IP20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Larghezza max anta,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Larghezza max serranda,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Luce di cortesia,D600,110600,230V - 40 W (max),Model_2,,230V - 40 W (max),Model_3,,230V - 40 W (max),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Lunghezza max anta,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Lunghezza max asta,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Modello,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Motore elettrico,D600,110600,Con spazzole 24V,Model_2,,Con spazzole 24V,Model_3,,Con spazzole 24V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Peso,D600,110600,6.2 Kg,Model_2,,6.2 Kg,Model_3,,6.2 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Peso max anta,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Peso max anta cantilever,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Peso max porta,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Peso operatore,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Pignone,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Portata gruppo motore-pompa,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Potenza max,D600,110600,220 W,Model_2,,220 W,Model_3,,220 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Raffreddamento,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Rapporto di riduzione,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Regolazione della forza,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Regolazione velocità e controllo motore,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Rumorosità,D600,110600,45 dbA,Model_2,,45 dbA,Model_3,,45 dbA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Spazio di fermata,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Staffe di fissaggio,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Temperatura ambiente di esercizio,D600,110600,-20 °C ÷ +55 °C,Model_2,,-20 °C ÷ +55 °C,Model_3,,-20 °C ÷ +55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Tempo di apertura,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Tempo di utilizzo continuo (ROT),D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Temporizzazione lampada di cortesia,D600,110600,120 s,Model_2,,120 s,Model_3,,120 s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Tensione di alimentazione di rete,D600,110600,220-240V~ 50/60 Hz,Model_2,,220-240V~ 50/60 Hz,Model_3,,220-240V~ 50/60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Termoprotezione,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Tipo di asta,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Tipo di materiale,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Tipo di motoriduttore,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Tipo di olio,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Tipo di rallentamento,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Tipo di trattamento,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Tipo di utilizzo,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Velocità angolare max,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Velocità dell'anta,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Velocità di rallentamento,D600,110600,1.3 m/min,Model_2,,1.3 m/min,Model_3,,1.3 m/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Velocità di rotazione motore,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Velocità max,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Velocità max anta,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Velocità max carrello,D600,110600,6.6 m/min,Model_2,,6.6 m/min,Model_3,,6.6 m/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,Velocità max stelo,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,"da 4,5 m a 5 m",D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,da 5 m a 7 m,D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,"da 7 m a 7,5 m",D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,"da 7,5 m a 8 m",D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D600,134-135,"fino a 4,5 m",D600,110600,,Model_2,,,Model_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D700 HS,136-137,1,D700 HS,110602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D700 HS,136-137,2,D700 HS,110602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D700 HS,136-137,620 Rapida,D700 HS,110602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D700 HS,136-137,620 Standard,D700 HS,110602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D700 HS,136-137,620 Standard ARTICOLATA,D700 HS,110602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D700 HS,136-137,Altezza max serranda,D700 HS,110602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D700 HS,136-137,Altezza min architrave,D700 HS,110602,35 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D700 HS,136-137,Angolo max apertura anta,D700 HS,110602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
