Product,Page,Spec_Field,nome_modello1,codice_sku1,value1,nome_modello2,codice_sku2,value2,nome_modello3,codice_sku3,value3,nome_modello4,codice_sku4,value4,nome_modello5,codice_sku5,value5,nome_modello6,codice_sku6,value6,nome_modello7,codice_sku7,value7,nome_modello8,codice_sku8,value8,nome_modello9,codice_sku9,value9,nome_modello10,codice_sku10,value10,nome_modello11,codice_sku11,value11,nome_modello12,codice_sku12,value12,nome_modello13,codice_sku13,value13,nome_modello14,codice_sku14,value14,nome_modello15,codice_sku15,value15,nome_modello16,codice_sku16,value16,nome_modello17,codice_sku17,value17
770N 230V,098-099,Tempo di apertura,770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Tempo di utilizzo continuo (ROT),770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Temporizzazione lampada di cortesia,770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Tensione di alimentazione di rete,770N 230V,10675201,220-240V~ 50/60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Termoprotezione,770N 230V,10675201,140°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Tipo di asta,770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Tipo di materiale,770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Tipo di motoriduttore,770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Tipo di olio,770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Tipo di rallentamento,770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Tipo di trattamento,770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Tipo di utilizzo,770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Velocità angolare max,770N 230V,10675201,6 °/s (*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Velocità dell'anta,770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Velocità di rallentamento,770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Velocità di rotazione motore,770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Velocità max,770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Velocità max anta,770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Velocità max carrello,770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,Velocità max stelo,770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,"da 4,5 m a 5 m",770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,da 5 m a 7 m,770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,"da 7 m a 7,5 m",770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,"da 7,5 m a 8 m",770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 230V,098-099,"fino a 4,5 m",770N 230V,10675201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,1,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,2,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,620 Rapida,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,620 Standard,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,620 Standard ARTICOLATA,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Altezza max serranda,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Altezza min architrave,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Angolo max apertura anta,770N 24V,10675301,110° (140° e 180° con kit opzionale),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Apparecchiatura elettronica,770N 24V,10675301,Non compresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Arresti meccanici integrati in apertura e chiusura,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Capacità di sollevamento,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Condensatore di spunto,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Coppia max,770N 24V,10675301,330 Nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Corsa dello stelo,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Diametro albero serranda,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Diametro scatole portamolle,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Dimensione del pilastro a sezione quadrata,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Dimensione max porta (LxH),770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Dimensioni (LxPxH),770N 24V,10675301,362 x 153 x 127 (cassetta portante 430 x 307.5 x 214) mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Dimensioni colonna,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Dispositivo di sblocco,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Encoder,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Finecorsa,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Forza max di spinta,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Frequenza di utilizzo,770N 24V,10675301,Uso continuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Grado di protezione,770N 24V,10675301,IP67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Larghezza max anta,770N 24V,10675301,2 m (3.5 m con elettroserratura),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Larghezza max serranda,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Luce di cortesia,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Lunghezza max anta,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Lunghezza max asta,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Modello,770N 24V,10675301,770N 24V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Motore elettrico,770N 24V,10675301,Con spazzole 24V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Peso,770N 24V,10675301,12 Kg (con cassetta portante 14 Kg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Peso max anta,770N 24V,10675301,500 Kg (vedi grafico),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Peso max anta cantilever,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Peso max porta,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Peso operatore,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Pignone,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Portata gruppo motore-pompa,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Potenza max,770N 24V,10675301,70 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Raffreddamento,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Rapporto di riduzione,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Regolazione della forza,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Regolazione velocità e controllo motore,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Rumorosità,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Spazio di fermata,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Staffe di fissaggio,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Temperatura ambiente di esercizio,770N 24V,10675301,-20°C ÷ + 55°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Tempo di apertura,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Tempo di utilizzo continuo (ROT),770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Temporizzazione lampada di cortesia,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Tensione di alimentazione di rete,770N 24V,10675301,220-240V~ 50/60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Termoprotezione,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Tipo di asta,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Tipo di materiale,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Tipo di motoriduttore,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Tipo di olio,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Tipo di rallentamento,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Tipo di trattamento,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Tipo di utilizzo,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Velocità angolare max,770N 24V,10675301,6 °/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Velocità dell'anta,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Velocità di rallentamento,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Velocità di rotazione motore,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Velocità max,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Velocità max anta,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Velocità max carrello,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,Velocità max stelo,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,"da 4,5 m a 5 m",770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,da 5 m a 7 m,770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,"da 7 m a 7,5 m",770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,"da 7,5 m a 8 m",770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770N 24V,100-101,"fino a 4,5 m",770N 24V,10675301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,1,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,2,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,620 Rapida,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,620 Standard,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,620 Standard ARTICOLATA,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Altezza max serranda,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Altezza min architrave,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Angolo max apertura anta,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Apparecchiatura elettronica,S800H ENC CBAC 100°,108720,Non compresa,S800H ENC SBW 100°,108724,Non compresa,S800H ENC CBAC 180°,108722,Non compresa,S800H ENC SBW 180°,108725,Non compresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Arresti meccanici integrati in apertura e chiusura,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Capacità di sollevamento,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Condensatore di spunto,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Coppia max,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Corsa dello stelo,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Diametro albero serranda,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Diametro scatole portamolle,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Dimensione del pilastro a sezione quadrata,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Dimensione max porta (LxH),S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Dimensioni (LxPxH),S800H ENC CBAC 100°,108720,Attuatore 380 x 220 x 160 - cassetta portante 507 x 283 x 200 mm,S800H ENC SBW 100°,108724,Attuatore 380 x 220 x 160 - cassetta portante 507 x 283 x 200 mm,S800H ENC CBAC 180°,108722,Attuatore 450 x 220 x 160 - cassetta portante 507 x 283 x 200 mm,S800H ENC SBW 180°,108725,Attuatore 450 x 220 x 160 - cassetta portante 507 x 283 x 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Dimensioni colonna,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Dispositivo di sblocco,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Encoder,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Finecorsa,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Forza max di spinta,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Frequenza di utilizzo,S800H ENC CBAC 100°,108720,Uso continuo,S800H ENC SBW 100°,108724,Uso continuo,S800H ENC CBAC 180°,108722,Uso continuo,S800H ENC SBW 180°,108725,Uso continuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Grado di protezione,S800H ENC CBAC 100°,108720,IP67,S800H ENC SBW 100°,108724,IP67,S800H ENC CBAC 180°,108722,IP67,S800H ENC SBW 180°,108725,IP67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Larghezza max anta,S800H ENC CBAC 100°,108720,2 m,S800H ENC SBW 100°,108724,4 m,S800H ENC CBAC 180°,108722,2 m,S800H ENC SBW 180°,108725,4 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Larghezza max serranda,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Luce di cortesia,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Lunghezza max anta,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Lunghezza max asta,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Modello,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Motore elettrico,S800H ENC CBAC 100°,108720,Con spazzole 24V,S800H ENC SBW 100°,108724,Con spazzole 24V,S800H ENC CBAC 180°,108722,Con spazzole 24V,S800H ENC SBW 180°,108725,Con spazzole 24V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Peso,S800H ENC CBAC 100°,108720,14 Kg,S800H ENC SBW 100°,108724,14 Kg,S800H ENC CBAC 180°,108722,15 Kg,S800H ENC SBW 180°,108725,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Peso max anta,S800H ENC CBAC 100°,108720,800 Kg,S800H ENC SBW 100°,108724,800 Kg,S800H ENC CBAC 180°,108722,800 Kg,S800H ENC SBW 180°,108725,800 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Peso max anta cantilever,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Peso max porta,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Peso operatore,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Pignone,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Portata gruppo motore-pompa,S800H ENC CBAC 100°,108720,,S800H ENC SBW 100°,108724,,S800H ENC CBAC 180°,108722,,S800H ENC SBW 180°,108725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S800H ENC,102-103,Potenza max,S800H ENC CBAC 100°,108720,60 W,S800H ENC SBW 100°,108724,60 W,S800H ENC CBAC 180°,108722,60 W,S800H ENC SBW 180°,108725,60 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
