Page,Product,Spec_Label,Model_1,Model_1_SKU,Value_1,Model_2,Model_2_SKU,Value_2,Model_3,Model_3_SKU,Value_3,Model_4,Model_4_SKU,Value_4,Model_5,Model_5_SKU,Value_5,Model_6,Model_6_SKU,Value_6,Model_7,Model_7_SKU,Value_7,Model_8,Model_8_SKU,Value_8,Model_9,Model_9_SKU,Value_9,Model_10,Model_10_SKU,Value_10,Model_11,Model_11_SKU,Value_11
092-094,S450H,Potenza max,S450H CBAC,104100,60 W,S450H SB,104101,60 W,,,,,,,,,,,,,,,,,,,,,,,,,,,
092-094,S450H,Forza max di spinta,S450H CBAC,104100,&gt; 5000 N,S450H SB,104101,&gt; 5000 N,,,,,,,,,,,,,,,,,,,,,,,,,,,
092-094,S450H,Velocità max stelo,S450H CBAC,104100,&gt;25 mm/sec,S450H SB,104101,&gt;25 mm/sec,,,,,,,,,,,,,,,,,,,,,,,,,,,
092-094,S450H,Corsa dello stelo,S450H CBAC,104100,311 mm,S450H SB,104101,311 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,
092-094,S450H,Angolo max apertura anta,S450H CBAC,104100,110°,S450H SB,104101,110°,,,,,,,,,,,,,,,,,,,,,,,,,,,
092-094,S450H,Temperatura ambiente di esercizio,S450H CBAC,104100,-20°C ÷ +55°C,S450H SB,104101,-20°C ÷ +55°C,,,,,,,,,,,,,,,,,,,,,,,,,,,
092-094,S450H,Grado di protezione,S450H CBAC,104100,IP55,S450H SB,104101,IP55,,,,,,,,,,,,,,,,,,,,,,,,,,,
092-094,S450H,Peso,S450H CBAC,104100,"6,5 Kg",S450H SB,104101,"6,5 Kg",,,,,,,,,,,,,,,,,,,,,,,,,,,
092-094,S450H,Frequenza di utilizzo,S450H CBAC,104100,Uso continuo,S450H SB,104101,Uso continuo,,,,,,,,,,,,,,,,,,,,,,,,,,,
092-094,S450H,Larghezza max anta,S450H CBAC,104100,2 m,S450H SB,104101,3 m,,,,,,,,,,,,,,,,,,,,,,,,,,,
092-094,S450H,Tipo di olio,S450H CBAC,104100,FAAC HP OIL,S450H SB,104101,FAAC HP OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,
092-094,S450H,Staffe di fissaggio,S450H CBAC,104100,Posteriore multiposizione ad avvitare - anteriore ad avvitare regolabile,S450H SB,104101,Posteriore multiposizione ad avvitare - anteriore ad avvitare regolabile,,,,,,,,,,,,,,,,,,,,,,,,,,,
092-094,S450H,Dimensioni (LxPxH),S450H CBAC,104100,1131 x 85 x 119 mm,S450H SB,104101,1131 x 85 x 119 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,
092-094,S450H,Apparecchiatura elettronica,S450H CBAC,104100,Non compresa,S450H SB,104101,Non compresa,,,,,,,,,,,,,,,,,,,,,,,,,,,
096-097,S2500I,Tensione di alimentazione di rete,S2500I 24V,104250,220-240V~ 50/60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096-097,S2500I,Motore elettrico,S2500I 24V,104250,Con spazzole 24V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096-097,S2500I,Potenza max,S2500I 24V,104250,40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096-097,S2500I,Coppia max,S2500I 24V,104250,320Nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096-097,S2500I,Velocità angolare max,S2500I 24V,104250,10°/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096-097,S2500I,Peso max anta,S2500I 24V,104250,250 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096-097,S2500I,Angolo max apertura anta,S2500I 24V,104250,165°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096-097,S2500I,Temperatura ambiente di esercizio,S2500I 24V,104250,-20°C ÷ + 55°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096-097,S2500I,Grado di protezione,S2500I 24V,104250,IP X4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096-097,S2500I,Peso,S2500I 24V,104250,"7,9 Kg (attuatore) - 3,3 Kg (cerniera) - 1,8 Kg (cover)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096-097,S2500I,Dimensioni (LxPxH),S2500I 24V,104250,340 x 160 x 150 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096-097,S2500I,Apparecchiatura elettronica,S2500I 24V,104250,non compresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096-097,S2500I,Arresti meccanici integrati in apertura e chiusura,S2500I 24V,104250,opzionali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096-097,S2500I,Tempo di utilizzo continuo (ROT),S2500I 24V,104250,Continuo a 55°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096-097,S2500I,Encoder,S2500I 24V,104250,Assoluto Magnetico BUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096-097,S2500I,Larghezza max anta,S2500I 24V,104250,"2 m (2,5m con elettroserratura)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
096-097,S2500I,Dimensione del pilastro a sezione quadrata,S2500I 24V,104250,"100x100, 120x120, 150x150 mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098-099,770N 230V,Tensione di alimentazione di rete,770N 230V,10675201,220-240V~ 50/60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098-099,770N 230V,Motore elettrico,770N 230V,10675201,Asincrono monofase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098-099,770N 230V,Potenza max,770N 230V,10675201,380 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098-099,770N 230V,Coppia max,770N 230V,10675201,330 Nm (*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098-099,770N 230V,Velocità angolare max,770N 230V,10675201,6 °/s (*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098-099,770N 230V,Peso max anta,770N 230V,10675201,500 Kg (vedi grafico),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098-099,770N 230V,Angolo max apertura anta,770N 230V,10675201,110° (140° e 180° con kit opzionale),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098-099,770N 230V,Temperatura ambiente di esercizio,770N 230V,10675201,-20°C ÷ + 55°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098-099,770N 230V,Termoprotezione,770N 230V,10675201,140°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098-099,770N 230V,Grado di protezione,770N 230V,10675201,IP67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098-099,770N 230V,Peso,770N 230V,10675201,12 Kg (con cassetta portante 14 Kg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098-099,770N 230V,Frequenza di utilizzo,770N 230V,10675201,S3 30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098-099,770N 230V,Larghezza max anta,770N 230V,10675201,"2 m (3,5 m con elettroserratura)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098-099,770N 230V,Dimensioni (LxPxH),770N 230V,10675201,"362 x 153 x 127 (cassetta portante 430 x 307,5 x 214) mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098-099,770N 230V,Apparecchiatura elettronica,770N 230V,10675201,Non compresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100-101,770N 24V,Tensione di alimentazione di rete,770N 24V,10675301,220-240V~ 50/60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100-101,770N 24V,Motore elettrico,770N 24V,10675301,Con spazzole 24V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100-101,770N 24V,Potenza max,770N 24V,10675301,70 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100-101,770N 24V,Coppia max,770N 24V,10675301,330 Nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100-101,770N 24V,Velocità angolare max,770N 24V,10675301,6 °/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100-101,770N 24V,Peso max anta,770N 24V,10675301,500 Kg (vedi grafico),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100-101,770N 24V,Angolo max apertura anta,770N 24V,10675301,110° (140° e 180° con kit opzionale),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100-101,770N 24V,Temperatura ambiente di esercizio,770N 24V,10675301,-20°C ÷ + 55°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100-101,770N 24V,Grado di protezione,770N 24V,10675301,IP67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100-101,770N 24V,Peso,770N 24V,10675301,12 Kg (con cassetta portante 14 Kg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100-101,770N 24V,Frequenza di utilizzo,770N 24V,10675301,Uso continuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100-101,770N 24V,Larghezza max anta,770N 24V,10675301,"2 m (3,5 m con elettroserratura)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100-101,770N 24V,Dimensioni (LxPxH),770N 24V,10675301,"362 x 153 x 127 (cassetta portante 430 x 307,5 x 214) mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100-101,770N 24V,Apparecchiatura elettronica,770N 24V,10675301,Non compresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102-103,S800H ENC,Tensione di alimentazione di rete,S800H ENC CBAC 100°,108720,220-240V~ 50/60 Hz,S800H ENC SBW 100°,108724,220-240V~ 50/60 Hz,S800H ENC CBAC 180°,108722,220-240V~ 50/60 Hz,S800H ENC SBW 180°,108725,220-240V~ 50/60 Hz,,,,,,,,,,,,,,,,,,,,,
102-103,S800H ENC,Motore elettrico,S800H ENC CBAC 100°,108720,Con spazzole 24V,S800H ENC SBW 100°,108724,Con spazzole 24V,S800H ENC CBAC 180°,108722,Con spazzole 24V,S800H ENC SBW 180°,108725,Con spazzole 24V,,,,,,,,,,,,,,,,,,,,,
102-103,S800H ENC,Potenza max,S800H ENC CBAC 100°,108720,60 W,S800H ENC SBW 100°,108724,60 W,S800H ENC CBAC 180°,108722,60 W,S800H ENC SBW 180°,108725,60 W,,,,,,,,,,,,,,,,,,,,,
102-103,S800H ENC,Velocità angolare max,S800H ENC CBAC 100°,108720,"5,5°/s (con E024S) - 8,2°/s (con E124)",S800H ENC SBW 100°,108724,"5,5°/s (con E024S) - 8,2°/s (con E124)",S800H ENC CBAC 180°,108722,"5,5°/s (con E024S) - 8,2°/s (con E124)",S800H ENC SBW 180°,108725,"5,5°/s (con E024S) - 8,2°/s (con E124)",,,,,,,,,,,,,,,,,,,,,
102-103,S800H ENC,Peso max anta,S800H ENC CBAC 100°,108720,800 Kg,S800H ENC SBW 100°,108724,800 Kg,S800H ENC CBAC 180°,108722,800 Kg,S800H ENC SBW 180°,108725,800 Kg,,,,,,,,,,,,,,,,,,,,,
102-103,S800H ENC,Temperatura ambiente di esercizio,S800H ENC CBAC 100°,108720,-20°C ÷ +55°C,S800H ENC SBW 100°,108724,-20°C ÷ +55°C,S800H ENC CBAC 180°,108722,-20°C ÷ +55°C,S800H ENC SBW 180°,108725,-20°C ÷ +55°C,,,,,,,,,,,,,,,,,,,,,
102-103,S800H ENC,Grado di protezione,S800H ENC CBAC 100°,108720,IP67,S800H ENC SBW 100°,108724,IP67,S800H ENC CBAC 180°,108722,IP67,S800H ENC SBW 180°,108725,IP67,,,,,,,,,,,,,,,,,,,,,
102-103,S800H ENC,Peso,S800H ENC CBAC 100°,108720,14 Kg,S800H ENC SBW 100°,108724,14 Kg,S800H ENC CBAC 180°,108722,15 Kg,S800H ENC SBW 180°,108725,15 Kg,,,,,,,,,,,,,,,,,,,,,
102-103,S800H ENC,Frequenza di utilizzo,S800H ENC CBAC 100°,108720,Uso continuo,S800H ENC SBW 100°,108724,Uso continuo,S800H ENC CBAC 180°,108722,Uso continuo,S800H ENC SBW 180°,108725,Uso continuo,,,,,,,,,,,,,,,,,,,,,
102-103,S800H ENC,Larghezza max anta,S800H ENC CBAC 100°,108720,2 m,S800H ENC SBW 100°,108724,4 m,S800H ENC CBAC 180°,108722,2 m,S800H ENC SBW 180°,108725,4 m,,,,,,,,,,,,,,,,,,,,,
102-103,S800H ENC,Tipo di olio,S800H ENC CBAC 100°,108720,FAAC HP OIL,S800H ENC SBW 100°,108724,FAAC HP OIL,S800H ENC CBAC 180°,108722,FAAC HP OIL,S800H ENC SBW 180°,108725,FAAC HP OIL,,,,,,,,,,,,,,,,,,,,,
102-103,S800H ENC,Dimensioni (LxPxH),S800H ENC CBAC 100°,108720,Attuatore 380 x 220 x 160 - cassetta portante 507 x 283 x 200 mm,S800H ENC SBW 100°,108724,Attuatore 380 x 220 x 160 - cassetta portante 507 x 283 x 200 mm,S800H ENC CBAC 180°,108722,Attuatore 450 x 220 x 160 - cassetta portante 507 x 283 x 200 mm,S800H ENC SBW 180°,108725,Attuatore 450 x 220 x 160 - cassetta portante 507 x 283 x 200 mm,,,,,,,,,,,,,,,,,,,,,
102-103,S800H ENC,Apparecchiatura elettronica,S800H ENC CBAC 100°,108720,Non compresa,S800H ENC SBW 100°,108724,Non compresa,S800H ENC CBAC 180°,108722,Non compresa,S800H ENC SBW 180°,108725,Non compresa,,,,,,,,,,,,,,,,,,,,,
104-106,S800 ENC,Tensione di alimentazione di rete,S800 ENC CBAC 100°,108800,220-240V~ 50/60 Hz,S800 ENC SBW 100°,108802,220-240V~ 50/60 Hz,S800 ENC CBAC 180°,108801,220-240V~ 50/60 Hz,S800 ENC SBW 180°,108803,220-240V~ 50/60 Hz,,,,,,,,,,,,,,,,,,,,,
104-106,S800 ENC,Motore elettrico,S800 ENC CBAC 100°,108800,Asincrono monofase,S800 ENC SBW 100°,108802,Asincrono monofase,S800 ENC CBAC 180°,108801,Asincrono monofase,S800 ENC SBW 180°,108803,Asincrono monofase,,,,,,,,,,,,,,,,,,,,,
104-106,S800 ENC,Potenza max,S800 ENC CBAC 100°,108800,220 W,S800 ENC SBW 100°,108802,220 W,S800 ENC CBAC 180°,108801,220 W,S800 ENC SBW 180°,108803,220 W,,,,,,,,,,,,,,,,,,,,,
104-106,S800 ENC,Velocità angolare max,S800 ENC CBAC 100°,108800,"7,8°/s",S800 ENC SBW 100°,108802,"7,8°/s",S800 ENC CBAC 180°,108801,"7,8°/s",S800 ENC SBW 180°,108803,"7,8°/s",,,,,,,,,,,,,,,,,,,,,
104-106,S800 ENC,Peso max anta,S800 ENC CBAC 100°,108800,800 Kg,S800 ENC SBW 100°,108802,800 Kg,S800 ENC CBAC 180°,108801,800 Kg,S800 ENC SBW 180°,108803,800 Kg,,,,,,,,,,,,,,,,,,,,,
104-106,S800 ENC,Temperatura ambiente di esercizio,S800 ENC CBAC 100°,108800,-20°C ÷ +55°C,S800 ENC SBW 100°,108802,-20°C ÷ +55°C,S800 ENC CBAC 180°,108801,-20°C ÷ +55°C,S800 ENC SBW 180°,108803,-20°C ÷ +55°C,,,,,,,,,,,,,,,,,,,,,
104-106,S800 ENC,Grado di protezione,S800 ENC CBAC 100°,108800,IP67,S800 ENC SBW 100°,108802,IP67,S800 ENC CBAC 180°,108801,IP67,S800 ENC SBW 180°,108803,IP67,,,,,,,,,,,,,,,,,,,,,
104-106,S800 ENC,Peso,S800 ENC CBAC 100°,108800,16 Kg,S800 ENC SBW 100°,108802,16 Kg,S800 ENC CBAC 180°,108801,"16,5 Kg",S800 ENC SBW 180°,108803,"16,5 Kg",,,,,,,,,,,,,,,,,,,,,
104-106,S800 ENC,Frequenza di utilizzo,S800 ENC CBAC 100°,108800,45 cicli/ora,S800 ENC SBW 100°,108802,45 cicli/ora,S800 ENC CBAC 180°,108801,30 cicli/ora,S800 ENC SBW 180°,108803,30 cicli/ora,,,,,,,,,,,,,,,,,,,,,
104-106,S800 ENC,Larghezza max anta,S800 ENC CBAC 100°,108800,2 m,S800 ENC SBW 100°,108802,4 m,S800 ENC CBAC 180°,108801,2 m,S800 ENC SBW 180°,108803,4 m,,,,,,,,,,,,,,,,,,,,,
104-106,S800 ENC,Tipo di olio,S800 ENC CBAC 100°,108800,FAAC HP OIL,S800 ENC SBW 100°,108802,FAAC HP OIL,S800 ENC CBAC 180°,108801,FAAC HP OIL,S800 ENC SBW 180°,108803,FAAC HP OIL,,,,,,,,,,,,,,,,,,,,,
104-106,S800 ENC,Dimensioni (LxPxH),S800 ENC CBAC 100°,108800,Attuatore 380 x 220 x 160 - cassetta portante 507 x 283 x 200 mm,S800 ENC SBW 100°,108802,Attuatore 380 x 220 x 160 - cassetta portante 507 x 283 x 200 mm,S800 ENC CBAC 180°,108801,Attuatore 450 x 220 x 160 - cassetta portante 507 x 283 x 200 mm,S800 ENC SBW 180°,108803,Attuatore 450 x 220 x 160 - cassetta portante 507 x 283 x 200 mm,,,,,,,,,,,,,,,,,,,,,
104-106,S800 ENC,Apparecchiatura elettronica,S800 ENC CBAC 100°,108800,Non compresa,S800 ENC SBW 100°,108802,Non compresa,S800 ENC CBAC 180°,108801,Non compresa,S800 ENC SBW 180°,108803,Non compresa,,,,,,,,,,,,,,,,,,,,,
108-109,C4000I,Tensione di alimentazione di rete,C4000I,109001,220-240V ~ 50/60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-109,C4000I,Motore elettrico,C4000I,109001,24 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-109,C4000I,Potenza max,C4000I,109001,150 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-109,C4000I,Forza max di spinta,C4000I,109001,125 N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-109,C4000I,Pignone,C4000I,109001,Z16 modulo 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-109,C4000I,Larghezza max anta,C4000I,109001,8 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-109,C4000I,Peso max anta,C4000I,109001,400 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-109,C4000I,Peso max anta cantilever,C4000I,109001,250 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-109,C4000I,Velocità dell&apos;anta,C4000I,109001,16 m/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-109,C4000I,Temperatura ambiente di esercizio,C4000I,109001,-20 °C +55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-109,C4000I,Tipo di utilizzo,C4000I,109001,Residenziale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-109,C4000I,Tempo di utilizzo continuo (ROT),C4000I,109001,Continuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-109,C4000I,Grado di protezione,C4000I,109001,IP30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-109,C4000I,Dimensioni (LxPxH),C4000I,109001,110 x 180 x 250 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-109,C4000I,Peso,C4000I,109001,"3,5 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-109,C4000I,Dimensioni colonna,C4000I,109001,110x110 mm dimensione minima interna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Tensione di alimentazione di rete,C720 24V,109320,220-240V~ 50/60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Motore elettrico,C720 24V,109320,Motore a spazzole 24V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Potenza max,C720 24V,109320,170 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Coppia max,C720 24V,109320,18 Nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Forza max di spinta,C720 24V,109320,320 N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Rapporto di riduzione,C720 24V,109320,1:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Larghezza max anta,C720 24V,109320,15 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Velocità dell&apos;anta,C720 24V,109320,18 m/min (regolabile),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Regolazione velocità e controllo motore,C720 24V,109320,Sì - Regolazione elettronica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Finecorsa,C720 24V,109320,Magnetico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Pignone,C720 24V,109320,Z28 modulo 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Encoder,C720 24V,109320,Encoder elettronico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Regolazione della forza,C720 24V,109320,Tramite scheda elettronica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Temperatura ambiente di esercizio,C720 24V,109320,-20°C ÷ +55°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Grado di protezione,C720 24V,109320,IP44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Peso,C720 24V,109320,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Dimensioni (LxPxH),C720 24V,109320,304 x 180 x 282 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Peso max anta,C720 24V,109320,400 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Frequenza di utilizzo,C720 24V,109320,100 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-111,C720,Apparecchiatura elettronica,C720 24V,109320,E721 incorporata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Tensione di alimentazione di rete,C721 24V,109321,220-240V~ 50/60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Motore elettrico,C721 24V,109321,Motore a spazzole 24V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Potenza max,C721 24V,109321,290 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Coppia max,C721 24V,109321,30 Nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Forza max di spinta,C721 24V,109321,530 N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Rapporto di riduzione,C721 24V,109321,1:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Larghezza max anta,C721 24V,109321,15 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Velocità dell&apos;anta,C721 24V,109321,18 m/min (regolabile),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Regolazione velocità e controllo motore,C721 24V,109321,Sì - Regolazione elettronica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Finecorsa,C721 24V,109321,Magnetico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Pignone,C721 24V,109321,Z28 modulo 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Encoder,C721 24V,109321,Encoder elettronico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Regolazione della forza,C721 24V,109321,Tramite scheda elettronica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Temperatura ambiente di esercizio,C721 24V,109321,-20°C ÷ +55°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Grado di protezione,C721 24V,109321,IP44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Peso,C721 24V,109321,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Dimensioni (LxPxH),C721 24V,109321,304 x 180 x 282 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Peso max anta,C721 24V,109321,800 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Frequenza di utilizzo,C721 24V,109321,100 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-113,C721,Apparecchiatura elettronica,C721 24V,109321,E721 incorporata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Tensione di alimentazione di rete,740 E Z16 con encoder,1097805,220-240V~ 50/60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Motore elettrico,740 E Z16 con encoder,1097805,Asincrono monofase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Potenza max,740 E Z16 con encoder,1097805,350 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Coppia max,740 E Z16 con encoder,1097805,18 Nm (*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Forza max di spinta,740 E Z16 con encoder,1097805,450 N (*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Rapporto di riduzione,740 E Z16 con encoder,1097805,1:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Larghezza max anta,740 E Z16 con encoder,1097805,15 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Velocità dell&apos;anta,740 E Z16 con encoder,1097805,12 m/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Regolazione velocità e controllo motore,740 E Z16 con encoder,1097805,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Finecorsa,740 E Z16 con encoder,1097805,Magnetico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Pignone,740 E Z16 con encoder,1097805,Z16 modulo 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Encoder,740 E Z16 con encoder,1097805,Encoder ottico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Regolazione della forza,740 E Z16 con encoder,1097805,Tramite scheda elettronica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Temperatura ambiente di esercizio,740 E Z16 con encoder,1097805,-20°C ÷ +55°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Termoprotezione,740 E Z16 con encoder,1097805,140°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Grado di protezione,740 E Z16 con encoder,1097805,IP44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Peso,740 E Z16 con encoder,1097805,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Dimensioni (LxPxH),740 E Z16 con encoder,1097805,295 x 181 x 320 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Peso max anta,740 E Z16 con encoder,1097805,500 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Frequenza di utilizzo,740 E Z16 con encoder,1097805,S3 - 30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Apparecchiatura elettronica,740 E Z16 con encoder,1097805,740D incorporata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Dispositivo di sblocco,740 E Z16 con encoder,1097805,Manopola di sblocco rotativa - chiave cifrata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114-115,740,Condensatore di spunto,740 E Z16 con encoder,1097805,10 μF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116-117,740 C,Tensione di alimentazione di rete,740 C con encoder,109600,220-240V~ 50/60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116-117,740 C,Motore elettrico,740 C con encoder,109600,Asincrono monofase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
