codice_sku,num_variants,variant_num,tipo_componente,nome_modello,descrizione_breve,tensione_alimentazione,potenza_massima
404041,3,2,accessorio,,SAFEcoder (encoder assoluto magnetico BUS) per attuatore 412 (Brevetto FAAC),,
404041,3,3,accessorio,,,,
410032,3,1,Accessori,,Lampeggiante semaforico integrato B614,,
410032,3,2,accessorio,,Lampeggiante semaforico integrato B614,,
410032,3,3,accessorio,,Lampeggiante integrato,,
416017,3,1,Accessori,,Cofano Blu RAL 5011,,
416017,3,2,accessorio,,Blu RAL 5011,,
416017,3,3,accessorio,,,,
416018,3,1,Accessori,,Cofano Bianco RAL 9010,,
416018,3,2,accessorio,,Bianco RAL 9010,,
416018,3,3,accessorio,,,,
416019,3,1,Accessori,,Cofano Grigio RAL 9006,,
416019,3,2,accessorio,,Grigio RAL 9006,,
416019,3,3,accessorio,,,,
416020,3,1,Accessori,,Cofano acciaio INOX,,
416020,3,2,accessorio,,Cofano acciaio INOX,,
416020,3,3,accessorio,,,,
416250,3,1,Accessori,Cover S2500I RAL 7021,Cover S2500I RAL 7021,,
416250,3,2,accessorio,,XK30 Selettore a chiave con sblocco a leva,,
416250,3,3,accessorio,,Cover S2500I RAL 7021,,
416251,3,1,Accessori,Cover S2500I RAL Neutro,Cover S2500I RAL Neutro,,
416251,3,2,accessorio,,Cover S2500I RAL Neutro,,
416251,3,3,accessorio,,,,
424002,3,1,Accessori,,Kit serratura di sblocco personalizzata (confez. Da 10 pz),,
424002,3,2,accessorio,,confez. Da 10 pz),,
424002,3,3,accessorio,,,,
428043,3,1,Accessori,,Asta tonda S - Ø 75 mm (adesivi non compresi),,
428043,3,2,accessorio,,,,
428043,3,3,accessorio,,"Asta Intera S 4,3 m",,
428044,3,1,Accessori,,Asta Intera S,,
428044,3,2,accessorio,,"Asta Intera S 5,3 m",,
428044,3,3,accessorio,,,,
428045,3,1,Accessori,,Asta tonda S - Ø 75 mm (adesivi non compresi),,
428045,3,2,accessorio,,,,
428045,3,3,accessorio,,"Asta Intera S 2,3 m",,
428046,3,1,Accessori,,Asta tonda S - Ø 75 mm (adesivi non compresi),,
428046,3,2,accessorio,,,,
428046,3,3,accessorio,,Asta Finale S 2 m,,
428047,3,1,Accessori,,Asta Intera L,,
428047,3,2,accessorio,,"Asta Intera L 5,3 m",,
428047,3,3,accessorio,,,,
428048,3,1,Accessori,,Asta Iniziale L 4 m,,
428048,3,2,accessorio,,Asta Iniziale L 4 m,,
428048,3,3,accessorio,,Asta iniziale L - Lunghezza 4 m,,
428049,3,1,Accessori,,Asta Finale L,,
428049,3,2,accessorio,,"Asta Finale L 2,3 m",,
428049,3,3,accessorio,,,,
428050,3,1,Accessori,,Asta Finale L,,
428050,3,2,accessorio,,"Asta Finale L 3,3 m",,
428050,3,3,accessorio,,,,
428051,3,1,Accessori,,Asta Finale L,,
428051,3,2,accessorio,,"Asta Finale L 4,3 m",,
428051,3,3,accessorio,,"Asta finale L - Lunghezza 4,3 m",,
428137,3,1,Accessori,,Kit articolazione - H max soffitto 3 m (solo per aste rettangolari standard),,
428137,3,2,accessorio,,solo per aste rettangolari standard),,
428137,3,3,accessorio,,,,
428163,3,1,Accessori,,Tasca di fissaggio per asta tonda pivottante - (INOX),,
428163,3,2,accessorio,,Tasca di fissaggio per asta tonda pivottante - (INOX),,
428163,3,3,accessorio,,,,
428176,3,1,Accessori,,Asta tonda pivottante,,
428176,3,2,accessorio,,"Non è possibile utilizzare siepi, piedino e forcella in abbinamento alle aste ton",,
428176,3,3,accessorio,,,,
428436,3,1,Accessori,,Tasca e molla di bilanciamento S,,
428436,3,2,accessorio,,Tasca e molla di bilanciamento S,,
428436,3,3,accessorio,,,,
428441,3,1,Accessori,,Kit siepe lunghezza 2 m,,
428441,3,2,accessorio,,Kit siepe lunghezza 2 m,,
428441,3,3,accessorio,,,,
428444,3,1,Accessori,,Kit articolata per asta tonda S (max 4 m),,
428444,3,2,accessorio,,Kit articolata per asta tonda S (max 4 m),,
428444,3,3,accessorio,,,,
428445,3,1,Accessori,,Tasca di fissaggio per aste tonde S 615/620/B614,,
428445,3,2,accessorio,,Tasca di fissaggio per aste tonde S 615/620/B614,,
428445,3,3,accessorio,,,,
428446,3,1,Accessori,,Kit siepe lunghezza 3 m,,
428446,3,2,accessorio,,Kit siepe lunghezza 3 m,,
428446,3,3,accessorio,,,,
428715,3,1,Accessori,,Kit snodo e tirante B614,,
428715,3,2,accessorio,,Kit snodo e tirante B614,,
428715,3,3,accessorio,,,,
428805,3,1,Accessori,,Piedino di estremità regolabile per appoggio asta,,
428805,3,2,accessorio,,Piedino di estremità regolabile per appoggio asta,,
428805,3,3,accessorio,,,,
490042,3,1,Accessori,,Positive Stop - arresti meccanici ap./ch. (400),,
490042,3,2,accessorio,,Positive Stop - arresti meccanici ap./ch (integrabili sul mod. 400),,
490042,3,3,accessorio,,,,
490043,3,1,Accessori,,Positive Stop - arresti meccanici ap./ch. (400 CBAC L),,
490043,3,2,accessorio,,Positive Stop - arresti meccanici ap./ch (integrabili sul mod. 400 CBAC L),,
490043,3,3,accessorio,,,,
490065,3,1,Accessori,Cassetta portante con sistema di sblocco (Brevettato),Cassetta portante con sistema di sblocco (Brevettato),,
490065,3,2,accessorio,,Brevettato),,
490065,3,3,accessorio,,Cassetta portante con sistema di sblocco (Brevettato),,
490110,3,1,Accessori,,Cassetta portante in acciaio inox con sistema di sblocco (Brevettato),,
490110,3,2,accessorio,,Brevettato),,
490110,3,3,accessorio,,,,
490111,3,1,Accessori,,Kit apertura a 180°,,
490111,3,2,accessorio,,Kit apertura a 180°,,
490111,3,3,accessorio,,,,
490113,3,1,Accessori,,Cassetta portante INOX,,
490113,3,2,accessorio,,Cassetta portante INOX,,
490113,3,3,accessorio,,,,
490122,3,1,Accessori,,Cremagliera zincata 30x12 mod. 4 attacchi a saldare inclusi (conf. 4 pezzi da 1m),,
490122,3,2,accessorio,,Cremagliera zincata 30x12 mod. 4 attacchi a saldare inclusi (conf. 4 pezzi da 1m),,
490122,3,3,accessorio,,,,
490123,3,1,Accessori,,Cremagliera zincata 30x8 mod. 4 attacchi a saldare inclusi (conf. 4 pezzi da 1m),,
490123,3,2,accessorio,,Cremagliera zincata 30x8 mod. 4 attacchi a saldare inclusi (conf. 4 pezzi da 1m),,
490123,3,3,accessorio,,,,
490124,3,1,Accessori,,Cremagliera zincata 30x12 mod. 4 attacchi fissaggio mecc. inclusi (conf. 4 pezzi da 1m),,
490124,3,2,accessorio,,liera zincata 30x12 mod. 4 attacchi fissaggio mecc. inclusi (conf. 4 pezzi da 1m),,
490124,3,3,accessorio,,,,
490125,3,1,Accessori,,Cremagliera zincata 30x8 mod. 4 attacchi fissaggio mecc. inclusi (conf. 4 pezzi da 1m),,
490125,3,2,accessorio,,gliera zincata 30x8 mod. 4 attacchi fissaggio mecc. inclusi (conf. 4 pezzi da 1m),,
490125,3,3,accessorio,,,,
490183,3,1,Accessori,,Piastra di fondazione,,
490183,3,2,accessorio,,Piastra di fondazione,,
490183,3,3,accessorio,,Piastra di fondazione B614,,
490186,3,1,Accessori,,Confezione attacchi doppia molla,,
490186,3,2,accessorio,,Confezione attacchi doppia molla,,
490186,3,3,accessorio,,,,
490187,3,1,Accessori,,Kit scarpetta S800 saldata (saldatura conforme a UNI EN ISO 15614-1),,
490187,3,2,accessorio,,Kit scarpetta S800 saldata (saldatura conforme a UNI EN ISO 15614-1),,
490187,3,3,accessorio,,,,
490252,3,1,Accessori,,Arresti meccanici integrati S2500I,,
490252,3,2,accessorio,,Compatibile con E034),,
490252,3,3,accessorio,,,,
490253,3,1,Accessori,,Kit staffa guida S2500I,,
490253,3,2,accessorio,,Kit staffa guida S2500I,,
490253,3,3,accessorio,,,,
490254,3,1,Accessori,,Adattatore colonna 100mm S2500I,,
490254,3,2,accessorio,,Adattatore colonna 100mm S2500I,,
490254,3,3,accessorio,,,,
490255,3,1,Accessori,,Adattatore colonna 120mm S2500I,,
490255,3,2,accessorio,,Adattatore colonna 120mm S2500I,,
490255,3,3,accessorio,,,,
490333,3,1,Accessori,,Cremagliera nylon 30x20 mod.4 con anima in acciaio (conf. 4 pezzi da 1m),,
490333,3,2,accessorio,,Cremagliera nylon 30x20 mod.4 con anima in acciaio (conf. 4pezzi da 1m),,
490333,3,3,accessorio,,,,
490349,3,1,Accessori,,Kit 2 staffe posteriori (a vite),,
490349,3,2,accessorio,,Kit 2 Staffe posteriori ad avvitare,,
490349,3,3,accessorio,,,,
71275101,3,1,Accessori,,Serratura con chiave personalizzata,,
71275101,3,2,accessorio,,,,
71275101,3,3,accessorio,,Serratura con chiave,,
713002,3,1,Accessori,,Chiave di sblocco supplementare triangolare (confezione da 10),,
713002,3,2,accessorio,,confez. da 10 pz.),,
713002,3,3,accessorio,,,,
713009,3,1,Accessori,,Coppia chiavi di sblocco di ricambio,,
713009,3,2,accessorio,,Coppia di chiavi di sblocco supplementari,,
713009,3,3,accessorio,,,,
719130,3,1,Accessori,,Pignone Z16 cremagliera,,
719130,3,2,accessorio,,Pignone Z16 cremagliera,,
719130,3,3,accessorio,,,,
7191661,3,1,Accessori,,Pignone Z12 cremagliera (cancello peso max 2.200 Kg) per 844 R 3PH,,
7191661,3,2,accessorio,,,,
7191661,3,3,accessorio,,Pignone Z12 cremagliera,,
719167,3,1,Accessori,,Pignone Z20 cremagliera,,
719167,3,2,accessorio,,Pignone Z20 cremagliera,,
719167,3,3,accessorio,,,,
719169,3,1,Accessori,,Pignone Z16 modulo 6 con protezione per cremagliera,,
719169,3,2,accessorio,,Pignone Z16 modulo 6 con protezione per cremagliera,,
719169,3,3,accessorio,,Pignone Z16 modulo 6,,
719328,3,1,Accessori,,Cremagliera zincata 30x30 modulo 6 (lunghezza 1 m),,
719328,3,2,accessorio,,lunghezza 1 m),,
719328,3,3,accessorio,,Cremagliera zincata 30x30 modulo 6,,
720118,3,1,Accessori,,Contenitore mod. L per schede elettroniche,,
720118,3,2,accessorio,,Contenitore mod. L per schede elettroniche,,
720118,3,3,accessorio,,,,
720309,3,1,Accessori,,Contenitore mod. LM per schede elettroniche,,
720309,3,2,accessorio,,Contenitore mod. LM per schede elettroniche,,
720309,3,3,accessorio,,,,
721018,3,1,Accessori,,"Molla di bilanciamento Ø 8,0 mm",,
721018,3,2,accessorio,,Le molle di bilanciamento non sono comprese nel cofano e devono essere ordinate s,,
721018,3,3,accessorio,,Molle di bilanciamento per asta rettangolari,,
721209,3,1,Accessori,,Molla di bilanciamento B614,,
721209,3,2,accessorio,,Molla di bilanciamento B614,,
721209,3,3,accessorio,,Molla di bilanciamento,,
721232,3,1,Accessori,,Molla di bilanciamento 6mt B614,,
721232,3,2,accessorio,,Molla di bilanciamento 6mt B614,,
721232,3,3,accessorio,,,,
722121,3,1,Accessori,,Arresto meccanico interno di apertura,,
722121,3,2,accessorio,,Arresto meccanico interno di apertura,,
722121,3,3,accessorio,,,,
722122,3,1,Accessori,,Arresto meccanico interno di chiusura,,
722122,3,2,accessorio,,Arresto meccanico interno di chiusura,,
722122,3,3,accessorio,,,,
722123,3,1,Accessori,,Confezione angolari per fissaggio cremagliera (3 pz),,
722123,3,2,accessorio,,cremagliera (3 pz),,
722123,3,3,accessorio,,Confezione angolari per fissaggio cremagliera,,
722291,3,1,Accessori,,"Longherone di fissaggio lunghezza 1,5 m (per modello 593)",,
722291,3,2,accessorio,,"Longherone di fissaggio lunghezza 1,5 m (per modello 593)",,
722291,3,3,accessorio,,"Longherone di fissaggio lunghezza 1,5 m",,
722299,3,1,Accessori,,"Longherone di fissaggio lunghezza 1,5 m (per modello 580)",,
722299,3,2,accessorio,,"Longherone di fissaggio lunghezza 1,5 m (per modello 580)",,
722299,3,3,accessorio,,"Longherone di fissaggio lunghezza 1,5 m",,
727525,3,1,Accessori,,Carter Copri-stelo (per mod. 415 corsa 300mm),,
727525,3,2,accessorio,,Carter di copertura stelo per mod. 415 con corsa stelo 300 mm,,
727525,3,3,accessorio,,,,
736023,3,1,Accessori,,"Coppia tubi di trasmissione, supporti laterali, installazione con 1 operatore",,
736023,3,2,accessorio,,,,
736023,3,3,accessorio,,"Coppia tubi di trasmissione con supporti laterali, per installazione con 1 operatore",,
737604,3,1,Accessori,,Piastra di fissaggio a muro,,
737604,3,2,accessorio,,Piastra a murare,,
737604,3,3,accessorio,,,,
737621,3,1,Accessori,,Piastra di supporto per forcella,,
737621,3,2,accessorio,,Piastra di supporto per forcella,,
737621,3,3,accessorio,,,,
737816,3,1,Accessori,,Piastra di fondazione con regolazioni laterali ed in altezza,,
737816,3,2,accessorio,,Piastra di fondazione con regolazioni laterali ed in altezza,,
737816,3,3,accessorio,,Piastra di fondazione con regolazioni laterali ed in altezza (confez. da 6 pz.),,
738706,3,1,Accessori,,Braccio telescopico (applicazione per porte a libro),,
738706,3,2,accessorio,,,,
738706,3,3,accessorio,,applicazione per porte a libro),,
785102,3,1,Accessori,XP 20 D,Coppia di fotocellule XP20 D,,
785102,3,2,Modello,XP 20 D,,24V - 24V~,
785102,3,3,accessorio,,Coppia di fotocellule XP 20D,,
785103,3,1,Accessori,XP 20B D,Coppia di fotocellule XP20B D,,
785103,3,2,Modello,XP 20B D,,BUS 2easy. a 2 fili non polarizzati 24V,
785103,3,3,accessorio,,Coppia di fotocellule XP 20B D,,
785105,3,1,Modello,XP 30,o del sistema radio coste,24V - 24V~,
785105,3,2,Modello,XP 30,Trasmittente XT S 868,24V - 24V~,
785105,3,3,accessorio,,Coppia di fotocellule XP 30,,
785106,3,1,Modello,XP 30B,o del sistema radio coste,BUS 2easy. a 2 fili non polarizzati 24V,
785106,3,2,Modello,XP 30B,Trasmittente XT S 868,BUS 2easy. a 2 fili non polarizzati 24V,
785106,3,3,accessorio,,Coppia di fotocellule XP 30B,,
785534,3,1,Modello,DECODER SLH,Sistema 868MHz SLH-DS,20 ÷ 30V~,
785534,3,2,Modello,DECODER SLH,Sistema 433MHz SLH-SL-DS-RC,20 ÷ 30V~,
785534,3,3,Modello,DECODER SLH,Trasmittente 2 canali,20 ÷ 30V~,
787007,3,1,Accessori,XT2 433 SLH LR,Trasmittente 2 canali XT2 433 SLH LR,,
787007,3,2,accessorio,,XT2 433 SLH LR,,
787007,3,3,accessorio,,XT2 433 SLH LR Trasmittente 2 canali,,
787017,3,1,Accessori,XT2 FDS 433-868,Trasmittente 2 canali XT2 FDS 433-868,,
787017,3,2,accessorio,,XT2 FDS 433-868,,
787017,3,3,accessorio,,,,
787025,3,1,Accessori,XF FDS 433-868,Ricevente XF FDS 433-868,,
787025,3,2,accessorio,,XF FDS 433-868,,
787025,3,3,accessorio,,,,
787831,3,1,Accessori,XF 433 MHz,Ricevente XF 433 MHz,,
787831,3,2,accessorio,,XF 433,,
787831,3,3,accessorio,,Ricevente XF 433 MHz,,
787852,3,1,Accessori,RP 433 SLH,Ricevente ad innesto 1 canale RP 433 SLH,,
787852,3,2,accessorio,,RP 433 SLH,,
787852,3,3,accessorio,,Ricevente ad innesto 1 canale RP 433 SLH,,
790922,3,1,Apparecchiature Elettroniche,,Apparecchiatura elettronica 578D (installazione remota),,
790922,3,2,accessorio,,,,
790922,3,3,accessorio,,Scheda elettronica 578D (installazione remota),,
Model_3,3,1,Modello,Model_3,Attuatore elettromeccanico 24V a traino,220-240V~ 50/60 Hz,220 W
Model_3,3,2,Modello,Model_3,Sistema 433-868MHz FDS,,
Model_3,3,3,Modello,Model_3,,,
104201,2,1,Modello,400 CBAC,Attuatore oleodinamico 230V,220-240V~ 50/60 Hz,220 W
104201,2,2,accessorio,,,,
104202,2,1,Modello,400 CBAC L,Attuatore oleodinamico 230V,220-240V~ 50/60 Hz,220 W
104202,2,2,accessorio,,,,
104203,2,1,Modello,400 SBS,Attuatore oleodinamico 230V,220-240V~ 50/60 Hz,220 W
104203,2,2,accessorio,,Attuatori 400 SBS,,
104205,2,1,Modello,400 CBC,Attuatore oleodinamico 230V,220-240V~ 50/60 Hz,220 W
104205,2,2,accessorio,,,,
104206,2,1,Modello,400 SB,Attuatore oleodinamico 230V,220-240V~ 50/60 Hz,220 W
104206,2,2,accessorio,,,,
104220,2,1,Modello,400 SBS L,Attuatore oleodinamico 230V,220-240V~ 50/60 Hz,220 W
104220,2,2,accessorio,,,,
104561,2,1,Modello,560 CBAC,Attuatore oleodinamico con blocco idraulico in apertura/chiusura,220-240V~ 50/60 Hz,220 W
104561,2,2,Modello,560 CBAC,Attuatore oleodinamico 230V,220-240V~ 50/60 Hz,220 W
104562,2,1,Modello,560 SB,Attuatore oleodinamico senza blocco idraulico,220-240V~ 50/60 Hz,220 W
104562,2,2,Modello,560 SB,Attuatore oleodinamico 230V,220-240V~ 50/60 Hz,220 W
1046208,2,1,Modello,620 Standard,,,
1046208,2,2,accessorio,,,,
1046268,2,1,Modello,620 Standard,,,
1046268,2,2,accessorio,,,,
1046278,2,1,Modello,620 Standard,,,
1046278,2,2,accessorio,,,,
1046288,2,1,Modello,620 Standard,,,
1046288,2,2,accessorio,,,,
1046358,2,1,Modello,620 Rapida,,,
1046358,2,2,accessorio,,Barriera 620 Rapida,,
1046408,2,1,Modello,620 Standard,,,
1046408,2,2,accessorio,,,,
1046428,2,1,Modello,620 Standard,,,
1046428,2,2,accessorio,,,,
1046478,2,1,Modello,620 Standard,,,
1046478,2,2,accessorio,,,,
1046488,2,1,Modello,620 Standard,,,
1046488,2,2,accessorio,,,,
104910,2,1,Modello,615BPR Standard Grigio RAL 9006,,220-240V~ 50/60 Hz,220 W
104910,2,2,accessorio,,615BPR Standard Grigio RAL 9006,,
109904,2,1,Modello,844 R 3PH,,380-415V~ 3 50/60 Hz,950 W
109904,2,2,accessorio,,844 R 3PH,,
109950,2,1,Modello,RL200 REVERSIBILE,Motoriduttore 230V,220-240V ~ 50/60Hz,
109950,2,2,accessorio,,Motoriduttore RL200 capacità di sollevamento 170 Kg.,,
109960,2,1,accessorio,,RH200B REVERSIBILE,,
109960,2,2,accessorio,,Motoriduttore RH200B capacità di sollevamento 280 Kg.,,
109961,2,1,accessorio,,RH200B EF,,
109961,2,2,accessorio,,,,
109971,2,1,Modello,RH240 EF,Motoriduttore 230V,220-240V ~ 50/60Hz,
109971,2,2,accessorio,,Motoriduttore RH240 EF capacità di sollevamento 180 Kg.,,
120002,2,1,accessorio,,Confezione cover protettive per trasmittenti FDS,,
120002,2,2,accessorio,,,,
120003,2,1,accessorio,,Bumper aletta parasole per trasmittenti FDS,,
120003,2,2,accessorio,,,,
2022715,2,1,Apparecchiature Elettroniche,,Scheda elettronica 624BLD (incorporata nell'automatismo),,
2022715,2,2,accessorio,,,,
202275,2,1,accessorio,,XIR Interfaccia radio,,
202275,2,2,accessorio,,,,
2022855,2,1,Apparecchiature Elettroniche,,Scheda elettronica E550 (incorporata nell'automatismo),,
2022855,2,2,accessorio,,,,
2024015,2,1,Apparecchiature Elettroniche,,Scheda elettronica E600 incorporata,,
2024015,2,2,accessorio,,,,
2024025,2,1,Apparecchiature Elettroniche,,Scheda elettronica E1000 incorporata,,
2024025,2,2,accessorio,,,,
390081,2,1,Accessori,,Kit collegamento luci asta 615,,
390081,2,2,accessorio,,Kit collegamento luci asta 615,,
390267,2,1,accessorio,,Braccio dritto,,
390267,2,2,accessorio,,,,
390432,2,1,Accessori,,Confezioni con due bracci telescopici dritti,,
390432,2,2,accessorio,,Confezioni con due bracci telescopici dritti,,
390434,2,1,Accessori,,"Coppia tubi di trasmissione, supporti laterali, installazione con 1 attuatore",,
390434,2,2,accessorio,,"Coppia tubi di trasmissione, supporti laterali, installazione con 1 attuatore",,
390474,2,1,Accessori,,Kit installazione finecorsa apertura e chiusura (da abbinare alla scheda elettronica E045S),,
390474,2,2,accessorio,,lazione finecorsa apertura e chiusura (da abbinare alla scheda elettronica E045S),,
390564,2,1,Accessori,,Confezioni con due bracci telescopici curvi,,
390564,2,2,accessorio,,Confezioni con due bracci telescopici curvi,,
390594,2,1,Accessori,,"Coppia tubi di trasmissione, supporti laterali, installazione con 2 operatori",,
390594,2,2,accessorio,,,,
391452,2,1,accessorio,,Riduzione palo 60 > 48/42 mm,,
391452,2,2,accessorio,,,,
391453,2,1,accessorio,,Adattatore molle 200>220mm,,
391453,2,2,accessorio,,,,
391454,2,1,accessorio,,Paracadute per corona 200-220,,
391454,2,2,accessorio,,,,
391455,2,1,accessorio,,Paracadute per corona 240,,
391455,2,2,accessorio,,,,
401070,2,1,accessorio,,quantità multipla vendibile 2pz),,
401070,2,2,accessorio,,Colonnetta bassa H500 (quantità multipla vendibile 2pz),,
410029,2,1,Accessori,XLED,Lampeggiatore XLED,,
410029,2,2,accessorio,,Lampeggiatore XLED,,
410033,2,1,Accessori,,Lampeggiante semaforico integrato,,
410033,2,2,accessorio,,Lampeggiante semaforico integrato,,
412003,2,1,accessorio,,na per ricevente RP / XF / XR2 / XR4 con staffa di fissaggio e cavo coassiale 5 m,,
412003,2,2,accessorio,,,,
416016,2,1,Accessori,,Cofano Rosso RAL 3020,,
416016,2,2,accessorio,,Cofano Rosso RAL 3020,,
424001,2,1,accessorio,,Kit per sblocco esterno,,
424001,2,2,accessorio,,,,
424550001,2,1,accessorio,,,,
424550001,2,2,accessorio,,Sblocco esterno con chiavi personalizzate dal n. 1 al n. 10,,
424560001,2,1,accessorio,,,,
424560001,2,2,accessorio,,Sblocco esterno a chiave (per porte con spessore max 15 mm dal n. 1 al n. 10),,
428002,2,1,Accessori,,Asta tonda S - Ø 75 mm (adesivi non compresi),,
428002,2,2,accessorio,,,,
428088,2,1,Accessori,,Asta rettangolare standard,,
428088,2,2,accessorio,,,,
428089,2,1,Accessori,,Asta rettangolare standard,,
428089,2,2,accessorio,,,,
428342,2,1,Accessori,,Tasca di fissaggio per asta rettangolare,,
428342,2,2,accessorio,,Tasca di fissaggio per asta rettangolare,,
428437,2,1,Accessori,,Tasca e molla di bilanciamento L,,
428437,2,2,accessorio,,Tasca e molla di bilanciamento L,,
428616,2,1,Accessori,,Giunto L,,
428616,2,2,accessorio,,Giunto L,,
490058,2,1,Accessori,,Piastra di fondazione,,
490058,2,2,accessorio,,Piastra di fondazione,,
490073,2,1,Accessori,,Piastra di fondazione,,
490073,2,2,accessorio,,Piastra di fondazione,,
490112,2,1,Accessori,,Cassetta portante,,
490112,2,2,accessorio,,Cassetta portante,,
490139,2,1,Accessori,,Piastra di fondazione,,
490139,2,2,accessorio,,Piastra di fondazione,,
490250,2,1,Accessori,Gruppo Cerniera S2500I,Gruppo Cerniera S2500I,,
490250,2,2,accessorio,,Cerniera S2500I,,
490251,2,1,Accessori,,Sblocco manuale a carrucola,,
490251,2,2,accessorio,,Sblocco manuale a carrucola,,
63000169,2,1,Accessori,,Molla S (necessaria per aste tonde pivottanti),,
63000169,2,2,accessorio,,,,
63001034,2,1,Apparecchiature Elettroniche,,Scheda elettronica E614 (incorporata nell'automatismo),,
63001034,2,2,accessorio,,,,
63002425,2,1,Apparecchiature Elettroniche,,Scheda elettronica E700 HS incorporata,,
63002425,2,2,accessorio,,,,
63002485,2,1,Apparecchiature Elettroniche,,Scheda elettronica E721 (incorporata nell'automatismo),,
63002485,2,2,accessorio,,,,
63003207,2,1,Apparecchiature Elettroniche,,Scheda elettronica E850S incorporata,,
63003207,2,2,accessorio,,,,
63003390,2,1,Apparecchiature Elettroniche,,Scheda elettronica E4000I incorporata nell'automatismo,,
63003390,2,2,accessorio,,,,
63003452,2,1,Apparecchiature Elettroniche,,Scheda elettronica E680S,,
63003452,2,2,accessorio,,,,
63003478,2,1,Apparecchiature Elettroniche,,Scheda elettronica E781,,
63003478,2,2,accessorio,,,,
712650,2,1,accessorio,,Elettroserratura 12V~ completa di controbocchetta a pavimento,,
712650,2,2,accessorio,,Elettroserratura 12 Vac completa di controbocchetta a pavimento,,
712651001,2,1,accessorio,,,,
712651001,2,2,accessorio,,Cilindro interno con n° 2 chiavi,,
712652001,2,1,accessorio,,,,
712652001,2,2,accessorio,,Cilindro esterno con n° 2 chiavi,,
720119,2,1,Accessori,MOD.E,Contenitore mod. E per schede elettroniche,,
720119,2,2,accessorio,,Contenitore mod. E per schede elettroniche,,
721005,2,1,Accessori,,"Molla di bilanciamento Ø 6,0 mm",,
721005,2,2,accessorio,,,,
721006,2,1,Accessori,,"Molla di bilanciamento Ø 7,0 mm",,
721006,2,2,accessorio,,,,
721007,2,1,Accessori,,"Molla di bilanciamento Ø 7,5 mm",,
721007,2,2,accessorio,,,,
721008,2,1,Accessori,,"Molla di bilanciamento Ø 5,5 mm",,
721008,2,2,accessorio,,,,
737100,2,1,accessorio,,Piastra fondazione colonnetta,,
737100,2,2,accessorio,,Piastra di fondazione per colonnetta,,
737628,2,1,Accessori,,Piastra di fondazione,,
737628,2,2,accessorio,,Piastra di fondazione,,
737850,2,1,Accessori,,Piastra di fondazione C851,,
737850,2,2,accessorio,,Piastra di fondazione C851,,
738700,2,1,Accessori,,Braccio telescopico articolato con accessori per l'installazione,,
738700,2,2,accessorio,,Braccio telescopico articolato con accessori per l’installazione,,
738703,2,1,Accessori,,Braccio telescopico standard con accessori per l'installazione,,
738703,2,2,accessorio,,Braccio telescopico standard con accessori per l’installazione,,
738705,2,1,Accessori,,Braccio articolato,,
738705,2,2,accessorio,,Braccio snodato,,
7851051,2,1,Modello,XP 30 INOX,o del sistema radio coste,24V - 24V~,
7851051,2,2,Modello,XP 30 INOX,Trasmittente XT S 868,24V - 24V~,
7851061,2,1,Modello,XP 30B INOX,o del sistema radio coste,BUS 2easy. a 2 fili non polarizzati 24V,
7851061,2,2,Modello,XP 30B INOX,Trasmittente XT S 868,BUS 2easy. a 2 fili non polarizzati 24V,
786040,2,1,Modello,XTR B INOX,Trasmittente via radio a combinazione,Bus 2easy. a 2 fili non polarizzati 24 V,
786040,2,2,Modello,XTR B INOX,,Bus 2easy. a 2 fili non polarizzati 24 V,
786041,2,1,Modello,XTR B,Trasmittente via radio a combinazione,Bus 2easy. a 2 fili non polarizzati 24 V,
786041,2,2,Modello,XTR B,,Bus 2easy. a 2 fili non polarizzati 24 V,
787008,2,1,Accessori,XT4 433 SLH LR,Trasmittente 4 canali XT4 433 SLH LR bianca,,
787008,2,2,accessorio,,XT4 433 SLH LR,,
787018,2,1,accessorio,,XT4 FDS 433-868,,
787018,2,2,accessorio,,,,
787021,2,1,accessorio,,RP FDS 433-868,,
787021,2,2,accessorio,,,,
787022,2,1,accessorio,,RP2 FDS 433-868,,
787022,2,2,accessorio,,,,
787854,2,1,accessorio,,RP 868 SLH-DS,,
787854,2,2,accessorio,,RP 868 SLH,,
787855,2,1,accessorio,,RP2 868 SLH-DS,,
787855,2,2,accessorio,,RP2 868 SLH,,
790281,2,1,Apparecchiature Elettroniche,,Scheda elettronica 615BPR (incorporata nell'automatismo),,
790281,2,2,accessorio,,,,
FG1,2,1,Modello,FG1,Trasmittente via radio a combinazione,24V - 24V~,
FG1,2,2,Modello,FG1,,24V - 24V~,
FG2,2,1,Modello,FG2,Trasmittente via radio a combinazione,24V - 24V~,
FG2,2,2,Modello,FG2,,24V - 24V~,
Model_4,2,1,Modello,Model_4,Sistema 433-868MHz FDS,,
Model_4,2,2,Modello,Model_4,,,
Model_5,2,1,Modello,Model_5,Sistema 433-868MHz FDS,,
Model_5,2,2,Modello,Model_5,,,
XR2N,2,1,Modello,XR2N,Sistema 868MHz SLH-DS,12 ÷ 24 V~ - 12 ÷ 24 V~,
XR2N,2,2,Modello,XR2N,Sistema 433MHz SLH-SL-DS-RC,12 ÷ 24 V~ - 12 ÷ 24 V~,
XR4N,2,1,Modello,XR4N,Sistema 868MHz SLH-DS,12 ÷ 24 V~ - 12 ÷ 24 V~,
